APPCH:010,A,D25,ROD,ROD,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,ROD,ZEDIN,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D25,ROD,ZEDIN,K5,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,2489,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D25, ,ZEDIN,K5,E,A,E  I, ,   ,IF, ,ROD,K5,D, ,      ,0689,0248,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D25, ,DUVEC,K5,P,C,E  F, ,   ,CF, ,ROD,K5,D, ,      ,0689,0169,2489,0079,+,03000,     ,     , ,   ,    ,   ,ROD,K5,D, , ,0, ,S;
APPCH:021,D,D25, ,CADAY,K5,P,C,E S , ,   ,CF, ,ROD,K5,D, ,      ,0689,0147,2489,0022,+,02100,     ,     , ,   ,-346,   , , , , , ,0, ,S;
APPCH:030,D,D25, ,GIRSE,K5,P,C,EY M, ,   ,CF, ,ROD,K5,D, ,      ,0689,0119,2489,0028, ,01166,     ,     , ,   ,-346,   , , , , , ,0, ,S;
APPCH:040,D,D25, ,ROD,K5,D, ,VYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D25, ,ROD,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,0685,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R07,DANEI,DANEI,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R07,DANEI,ROD,K5,D, ,VY  , ,020,TF, , , , , ,      ,    ,    ,2905,0192,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R07,DANEI,ROD,K5,D, ,VE A,R,   ,HF, , , , , ,      ,    ,    ,0640,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R07, ,ROD,K5,D, ,V  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R07, ,JOLIS,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0640,0062,+,02700,     ,     , ,   ,    ,   ,RW07,K5,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R07, ,CUPMO,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0742,0032,V,01680,01686,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R07, ,RW07,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0743,0017, ,01144,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0743,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R07, ,BUTYN,K5,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R07, ,BUTYN,K5,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1338,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,DANEI,DANEI,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,DANEI,ZEDIN,K5,E,A,EY  , ,020,TF, , , , , ,      ,    ,    ,0183,0164,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,DANEI,ZEDIN,K5,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,2454,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,ROD,ROD,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,ROD,ZEDIN,K5,E,A,EY  , ,020,TF, , , , , ,      ,    ,    ,0689,0248,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,ROD,ZEDIN,K5,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,2454,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R25, ,ZEDIN,K5,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R25, ,NEPPI,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,2454,0075,+,02900,     ,     , ,   ,    ,   ,RW25,K5,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R25, ,FEDIS,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,2544,0027,V,02040,02053,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R25, ,RW25,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2544,0028, ,01162,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2544,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R25, ,ROD,K5,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R25, ,ROD,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,0640,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,S07,BUTYN,BUTYN,K5,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S07,BUTYN,ROD,K5,D, ,VE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S07,DANEI,DANEI,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S07,DANEI,ROD,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S07,DANEI,ROD,K5,D, ,VE A,R,   ,HF, , , , , ,      ,    ,    ,0685,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,S,S07, ,ROD,K5,D, ,V  I, ,   ,IF, ,ROD,K5,D, ,      ,0000,0000,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S07, ,JEDRI,K5,P,C,E  F, ,   ,CF, ,ROD,K5,D, ,      ,0685,0059,0685,0059,+,02800,     ,     , ,   ,    ,   ,ROD,K5,D, , ,0, ,S;
APPCH:030,S,S07, ,PURBE,K5,P,C,EY M, ,   ,CF, ,ROD,K5,D, ,      ,0685,0111,0685,0052, ,01148,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0685,    ,+,01522,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S07, ,ROD,K5,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S07, ,ROD,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,0685,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW07 ,     ,+03027,01104,R,    , ,   ;N40221150,W083493947,0000;
RWY:RW25 ,     ,      ,01122,R,    , ,   ;N40222895,W083483904,0000;
