APPCH:010,A,R17,CRAGS,CRAGS,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1679,0040,+,02500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R17, ,CRAGS,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R17, ,CAPUP,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1679,0050,+,02100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R17, ,LIPME,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1679,0028,+,01220,     ,     , ,   , 000,   , , , , , ,B,J,S;
APPCH:030,R,R17, ,RW17,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1679,0025, ,00439,     ,     , ,   , 000,   , , , , , ,B,J,S;
APPCH:040,R,R17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1679,    ,+,00789,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R17, ,SEISE,K7,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R17, ,SEISE,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,3479,0040,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,SEISE,SEISE,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,3479,0040,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R35, ,SEISE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R35, ,FAMID,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3479,0050,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R35, ,TRANK,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,3479,0033,+,01060,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:030,R,R35, ,RW35,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3479,0020, ,00438,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:040,R,R35, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3479,    ,+,00780,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R35, ,CRAGS,K7,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R35, ,CRAGS,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1679,0040,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW17 ,     ,+00915,00389,R,    , ,   ;N31413895,W083380763,0000;
RWY:RW35 ,     ,+00912,00388,R,    , ,   ;N31405186,W083374964,0000;
