APPCH:010,A,R16,BRAIN,BRAIN,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16,BRAIN,CODDE,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0765,0094,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R16,OTG,OTG,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16,OTG,ESXAZ,K3,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,2709,0232,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R16,OTG,CODDE,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2567,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R16, ,CODDE,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R16, ,AJBOY,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1666,0075,+,03200,     ,     , ,   ,    ,   ,RW16,K3,P,G, ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R16, ,RW16,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1667,0057, ,01389,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R16, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1667,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R16, ,BRAIN,K3,E,A,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R16, ,BRAIN,K3,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2250,0040,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R34,BRAIN,BRAIN,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R34,BRAIN,IKAKE,K3,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,1560,0240,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R34,BRAIN,IGTIW,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0766,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R34,COPYE,COPYE,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R34,COPYE,KEMIK,K3,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,3459,0190,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R34,COPYE,IGTIW,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2568,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R34, ,IGTIW,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R34, ,GISHE,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3467,0046,+,03100,     ,     , ,   ,    ,   ,RW34,K3,P,G, ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R34, ,RW34,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3467,0054, ,01387,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R34, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3467,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R34, ,BRAIN,K3,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R34, ,BRAIN,K3,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2250,0040,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW16 ,     ,+03879,01359,R,    , ,   ;N43272018,W096104968,0300;
RWY:RW34 ,     ,+03873,01357,R,    , ,   ;N43265578,W096104477,0300;
