SID:010,4,BOACH8,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0139,    ,+,02682,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOACH8,RW01B,BESSY,K2,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,BOACH8,RW01B,WITLA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,07900,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOACH8,RW01B,JEBBB,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOACH8,RW01B,BOACH,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOACH8,RW08L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0789,    ,+,02682,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOACH8,RW08L,WASTE,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOACH8,RW08L,BAKRR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,06000,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOACH8,RW08L,MINEY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOACH8,RW08L,HITME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOACH8,RW08L,BOACH,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOACH8,RW08R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0789,    ,+,02682,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOACH8,RW08R,JESJI,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOACH8,RW08R,BAKRR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,06000,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOACH8,RW08R,MINEY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOACH8,RW08R,HITME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOACH8,RW08R,BOACH,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
