STAR:010,1,SUNSS8,SSO,SSO,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SUNSS8,SSO,ITEMM,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SUNSS8,SSO,TELGE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,SUNSS8,SSO,BAYBI,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SUNSS8,TUS,TUS,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SUNSS8,TUS,HOTTT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SUNSS8,TUS,BAYBI,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SUNSS8,ALL,BAYBI,K2,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,SUNSS8,ALL,SQUEZ,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SUNSS8,ALL,SUNSS,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,SUNSS8,ALL,P19,K2,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,VOR-A,PXR,PXR,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,A,VOR-A,PXR,JAROD,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,1500,0169,+,04700,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:030,A,VOR-A,PXR,JAROD,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,3300,T010,+,03900,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:010,A,VOR-A,TFD,TFD,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,A,VOR-A,TFD,JAROD,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3550,0168,+,03900,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:010,S,VOR-A, ,JAROD,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,S,VOR-A, ,CLAUS,K2,P,C,E  F, ,   ,CF, ,PXR,K2,D, ,      ,1500,0118,3300,0051,+,02700,     ,     , ,   ,    ,   ,PXR,K2,D, , ,3,N,C;
APPCH:030,S,VOR-A, ,MARGB,K2,P,C,EY M, ,   ,CF, ,PXR,K2,D, ,      ,1500,0088,3300,0030, ,01640,     ,     , ,   , 000,   , , , , , ,3,N,C;
APPCH:040,S,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3300,    ,+,01577,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:050,S,VOR-A, ,JAROD,K2,P,C,EY  ,L,   ,CF,Y,PXR,K2,D, ,      ,1500,0169,1500,0100,+,03900,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:060,S,VOR-A, ,JAROD,K2,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,3300,T010,+,03900,     ,     , ,   ,    ,   , , , , , ,3,N,C;
RWY:RW17 ,     ,+03586,01178,V,    , ,   ;N33181380,W111545682,0366;
RWY:RW35 ,     ,+03276,01174,V,    , ,   ;N33173373,W111545685,0000;
