SID:010,1,CHACO1,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2300,    ,+,05906,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CHACO1,RW23, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CHACO1,RW23,CHACO,K2,E,A,EE  , ,   ,CF, ,RSK,K2,D, ,      ,1920,0200,1920,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CHACO1,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2500,    ,+,05906,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CHACO1,RW25, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CHACO1,RW25,CHACO,K2,E,A,EE  , ,   ,CF, ,RSK,K2,D, ,      ,1920,0200,1920,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,CHACO1,GUP,CHACO,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,CHACO1,GUP,GUP,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,1920,0650, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,PLATA1,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2330,    ,+,05906,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,PLATA1,RW23, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,PLATA1,RW23,PLATA,K2,E,A,EE  , ,   ,CF, ,RSK,K2,D, ,      ,3160,0170,3160,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,PLATA1,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2570,    ,+,05906,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,PLATA1,RW25, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,PLATA1,RW25,PLATA,K2,E,A,EE  , ,   ,CF, ,RSK,K2,D, ,      ,3160,0170,3160,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,PLATA1,CEZ,PLATA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,PLATA1,CEZ,CEZ,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,3160,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,PLATA1,DRO,PLATA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
