APPCH:010,A,R05,HUMEB,HUMEB,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,HUMEB,IYANE,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1413,0050,+,08300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05,IYANE,IYANE,PA,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,0514,0070,+,08300,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R05,SIVAE,SIVAE,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R05,SIVAE,IYANE,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3214,0050,+,08300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R05, ,IYANE,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08300,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R05, ,KOKDE,PA,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,0514,0060,+,06700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R05, ,LUYIP,PA,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,0514,0060,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R05, ,WEGOL,PA,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0518,0042,V,03580,03621,     , ,   ,-309,   , , , , , ,B,J,S;
APPCH:030,R,R05, ,ZUPAL,PA,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0518,0052, ,01922,     ,     , ,   ,-309,   , , , , , ,B,J,S;
APPCH:040,R,R05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0518,    ,+,02060,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R05, ,ECAYI,PA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R05, ,UVUTE,PA,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,0737,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R05, ,UVUTE,PA,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,3224,0060,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,CIMGO,CIMGO,PA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R23,CIMGO,NICIP,PA,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,0763,0283,+,05800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R23,CIMGO,NICIP,PA,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,2325,0050,+,04900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R23,JUTBU,JUTBU,PA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R23,JUTBU,YEDNU,PA,E,A,E   , ,020,TF, , , , , ,      ,    ,    ,0703,0453,+,09600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R23,JUTBU,WIRIS,PA,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,3417,0159,+,05200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R23,JUTBU,NICIP,PA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,3027,0070,+,04900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R23, ,NICIP,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04900,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R23, ,HUBOM,PA,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,2325,0067,+,04000,     ,     , ,   ,    ,   ,RW23,PA,P,G, ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R23, ,ZODEL,PA,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,2323,0042,V,02660,02672,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R23, ,RW23,PA,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2322,0029, ,01755,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R23, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2322,    ,+,02120,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R23, ,IKUXE,PA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R23, ,CIMGO,PA,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,2993,0128,+,08000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R23, ,CIMGO,PA,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2796,0070,+,08000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
