SID:010,4,CIITY3,RW10L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1038,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CIITY3,RW10L,ORYAN,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CIITY3,RW10L,SAHEY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CIITY3,RW10L,CIITY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CIITY3,RW10R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1038,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CIITY3,RW10R,URRSA,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CIITY3,RW10R,SAHEY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CIITY3,RW10R,CIITY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CIITY3,RW19B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1938,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CIITY3,RW19B,CIITY,K2,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,DEDHD,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,DEDHD,BCEEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,DEDHD,DEDHD,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,GRTFL,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,GRTFL,BCEEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,GRTFL,GRTFL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,MOGEE,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,MOGEE,BCEEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,MOGEE,MOGEE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,ORRCA,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,ORRCA,BCEEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,ORRCA,ORRCA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,SYRAH,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,SYRAH,LLVII,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,SYRAH,SYRAH,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CIITY3,TIPRE,CIITY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CIITY3,TIPRE,BCEEE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CIITY3,TIPRE,TIPRE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,T,GAPP7,RW01B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0138,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,T,GAPP7,RW01B,SFO,K2,D, ,VE  , ,   ,FM, ,SFO,K2,D, ,      ,0000,0000,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,T,GAPP7,RW10B,BARTN,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,0900,0145,0900,0140, ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,T,GAPP7,RW10B,OSI,K2,D, ,VY  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,T,GAPP7,RW10B,OSI,K2,D, ,VE  , ,   ,FM, ,OSI,K2,D, ,      ,0000,0000,2080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,T,GAPP7,RW19B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1938,    ,+,00413,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,T,GAPP7,RW19B,BARTN,K2,P,C,E   ,L,   ,CF,Y,SFO,K2,D, ,      ,0900,0145,0900,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,T,GAPP7,RW19B,OSI,K2,D, ,VY  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,T,GAPP7,RW19B,OSI,K2,D, ,VE  , ,   ,FM, ,OSI,K2,D, ,      ,0000,0000,2080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,T,GAPP7,RW28B,NORMM,K2,P,C,EY  , ,   ,CF, ,SFO,K2,D, ,      ,2810,0129,2810,0120, ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,T,GAPP7,RW28B,NORMM,K2,P,C,EE  , ,   ,FM, ,SFO,K2,D, ,      ,2810,0129,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,ALCOA,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,ALCOA,ALCOA,P,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,BEBOP,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,BEBOP,BEBOP,P,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,ENI,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,ENI,ENI,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,OAK,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,OAK,OAK,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,OSI,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,OSI,OSI,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,SAU,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,SAU,SAU,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,V,GAPP7,SGD,KSFO,K2,P,A,A   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,V,GAPP7,SGD,SGD,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GNNRR2,RW28B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2838,    ,+,00820,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,GNNRR2,RW28B,GNNRR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR2,ALANN,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR2,ALANN,ALANN,P,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR2,ALCOA,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR2,ALCOA,ALCOA,P,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR2,ALLBE,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR2,ALLBE,ALLBE,P,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR2,AMAKR,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR2,AMAKR,STINS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GNNRR2,AMAKR,AMAKR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR2,BAART,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR2,BAART,BAART,P,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MOLEN8,RW10B,SIPLY,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,0900,0070,0900,0060,+,02500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MOLEN8,RW10B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MOLEN8,RW10B,STINS,K2,E,A,E   ,R,   ,CF,Y,PYE,K2,D, ,      ,1440,0162,3240,0260, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
