SID:010,1,JNC7,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1122,    ,+,06000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,JNC7,RW11,JNC,K2,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,JNC7,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2922,    ,+,06000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,JNC7,RW29,JNC,K2,D, ,VE H, ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JNC7,BRICK,JNC,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,JNC7,BRICK,BRICK,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,1131,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JNC7,DIRDY,JNC,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,JNC7,DIRDY,HONKR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0820,0170,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JNC7,DIRDY,DIRDY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,0820,0433, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JNC7,PACES,JNC,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,JNC7,PACES,PACES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,0600,0248,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
