APPCH:010,A,R11,BOCAG,BOCAG,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,BOCAG,YUTUN,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1891,0237,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,LEFTY,LEFTY,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,LEFTY,YUTUN,K3,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,2812,0247,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R11,LEFTY,YUTUN,K3,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1056,0040,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,RST,RST,K3,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,RST,YUTUN,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1126,0072,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,YESUR,YESUR,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,YESUR,YUTUN,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0260,0112,+,03600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R11, ,YUTUN,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R11, ,ZOMEM,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1056,0064,+,03000,     ,     , ,   ,    ,   ,RW11,K3,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R11, ,COVPA,K3,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1057,0035,V,01880,01886,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R11, ,RW11,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1058,0018, ,01313,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R11, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1058,    ,+,01523,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R11, ,KATEY,K3,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R11, ,KATEY,K3,P,C,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2860,0040,+,03200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,EMORE,EMORE,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,EMORE,KATEY,K3,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,1130,0126,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R29,EMORE,KATEY,K3,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,2860,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,FALAR,FALAR,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,FALAR,KATEY,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2778,0184,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,ODI,ODI,K3,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,ODI,KATEY,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2276,0264,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R29,UKN,UKN,K3,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R29,UKN,KATEY,K3,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,3196,0264,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R29, ,KATEY,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R29, ,WYKOF,K3,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2860,0061,+,03000,     ,     , ,   ,    ,   ,RW29,K3,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R29, ,OXIXE,K3,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,2859,0037,V,01820,01825,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R29, ,RW29,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2859,0016, ,01316,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2859,    ,+,01527,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R29, ,YUTUN,K3,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R29, ,YUTUN,K3,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1056,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW11 ,     ,+03578,01273,R,    , ,   ;N43404203,W092111311,0000;
RWY:RW29 ,     ,+03586,01276,R,    , ,   ;N43403061,W092102100,0000;
