APPCH:010,A,L05,IHD,IHD,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L05,IHD,VV,K6,P,N,N   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L05,IHD,VV,K6,P,N,NE A,L,   ,PI, ,IVVS,K6,P,I,      ,2286,0065,2736,0100,+,04300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L05,MGW,MGW,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L05,MGW,VV,K6,P,N,N   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04400,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L05,MGW,VV,K6,P,N,NE A,L,   ,PI, ,IVVS,K6,P,I,      ,2286,0065,2736,0100,+,04300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L05, ,CFFGW,K6,P,C,E  I, ,   ,IF, ,IVVS,K6,P,I,      ,2286,0125,    ,    ,+,04300,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L05, ,VV,K6,P,N,N  F, ,   ,CF, ,IVVS,K6,P,I,      ,2286,0065,0490,0060,+,03100,     ,     , ,   ,    ,   ,VV,K6,P,N, ,0,N,S;
APPCH:030,L,L05, ,RW05,K6,P,G,GY M, ,   ,CF, ,IVVS,K6,P,I,      ,2286,0007,0490,0058, ,01261,     ,     , ,   ,-297,   , , , , , ,0,N,S;
APPCH:040,L,L05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0486,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L05, ,VV,K6,P,N,NY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L05, ,VV,K6,P,N,NE  ,L,   ,HM, , , , , ,      ,    ,    ,0486,T010,+,04300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R05,IHD,IHD,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R05,IHD,ZETGA,K6,E,A,EY  , ,020,TF, , , , , ,      ,    ,    ,2559,0219,+,04600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R05,IHD,ZETGA,K6,E,A,EE A,L,   ,HF, , , , , ,      ,    ,    ,0486,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R05,MGW,MGW,K6,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R05,MGW,ZETGA,K6,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,0180,0170,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R05, ,ZETGA,K6,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R05, ,WIGEX,K6,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0486,0038,+,03100,     ,     , ,   ,    ,   ,RW05,K6,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R05, ,ZOLDI,K6,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0486,0029,V,02180,02184,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R05, ,RW05,K6,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0486,0029, ,01261,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0486,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R05, ,WITUV,K6,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R05, ,ZETGA,K6,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,1896,    ,+,04000,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:070,R,R05, ,ZETGA,K6,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,0486,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW05 ,     ,      ,01220,R,IVVS,0,   ;N39572434,W079394439,0000;
RWY:RW14 ,     ,      ,01228,R,    , ,   ;N39573049,W079393583,0000;
RWY:RW23 ,     ,      ,01264,D,    , ,   ;N39575308,W079391234,0000;
RWY:RW32 ,     ,      ,01236,D,    , ,   ;N39571501,W079391242,0000;
