APPCH:010,A,R06,HMV,HMV,K7,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,A,R06,HMV,POGGO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1602,0088,+,06100,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,R06,POGGO,POGGO,K7,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,0651,0070,+,06100,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,R06,ROANS,ROANS,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,A,R06,ROANS,POGGO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0455,0090,+,06100,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,R,R06, ,POGGO,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06100,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:011,R,R06, ,RITCI,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,0651,0041,+,04800,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,R,R06, ,SOCKZ,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0651,0020,+,04300,     ,     , ,   ,    ,   ,RW06,K7,P,G, ,B,P,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,P,S;
APPCH:030,R,R06, ,RW06,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0651,0062, ,02290,     ,     , ,   , 000,   , , , , , ,B,P,S;
APPCH:040,R,R06, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0651,    ,+,02640,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:050,R,R06, ,POGGO,K7,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06100,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:060,R,R06, ,POGGO,K7,P,C,EE  ,L,   ,HM, , , , , ,      ,    ,    ,0651,0070,+,06100,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,R24,CASIS,CASIS,K7,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,2529,0070,+,06600,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,R24,HMV,HMV,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,A,R24,HMV,DETPY,K6,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0747,0269,+,07800,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:030,A,R24,HMV,CASIS,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1628,0060,+,06600,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,R,R24, ,CASIS,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06600,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:011,R,R24, ,KIDZI,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,2529,0036,+,05700,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,R,R24, ,AMAKY,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2528,0025,+,05000,     ,     , ,   ,    ,   ,MILCO,K7,P,C, ,B,P,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,P,S;
APPCH:030,R,R24, ,MILCO,K7,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,2528,0070, ,02458,     ,     , ,   , 000,   , , , , , ,B,P,S;
APPCH:040,R,R24, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2528,    ,+,02640,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:050,R,R24, ,CASIS,K7,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06600,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:060,R,R24, ,CASIS,K7,P,C,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2529,0070,+,06600,     ,     , ,   ,    ,   , , , , , ,B,P,S;
RWY:RW06 ,     ,+06516,02240,D,    , ,   ;N36245252,W081495387,0000;
RWY:RW24 ,     ,+06518,02240,D,    , ,   ;N36251596,W081490710,0000;
