APPCH:010,A,RNV-A,FAK,FAK,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,FAK,JASRA,K6,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,2519,0187,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNV-A,FAK,KIWCE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2400,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,KIWCE,KIWCE,K6,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1499,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,YUDUG,YUDUG,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,YUDUG,ODDUJ,K6,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0155,0167,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNV-A,YUDUG,KIWCE,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0599,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNV-A, ,KIWCE,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNV-A, ,IGEDE,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1499,0061,+,02100,     ,     , ,   ,    ,   ,RW15,K6,P,G, ,B,J,C;
APPCH:030,R,RNV-A, ,RW15,K6,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1499,0051, ,01420,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNV-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1499,    ,+,00822,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNV-A, ,KIWCE,K6,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNV-A, ,KIWCE,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1499,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-B,MELIA,MELIA,K6,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-B,MELIA,EHEKY,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2259,0125,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNV-B, ,EHEKY,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNV-B, ,FIBIP,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3001,0050,+,01900,     ,     , ,   ,    ,   ,OBSUE,K6,P,C, ,B,J,C;
APPCH:030,R,RNV-B, ,OBSUE,K6,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,3129,0033, ,01000,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNV-B, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3129,    ,+,00822,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNV-B, ,HESUV,K6,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNV-B, ,KIWCE,K6,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,3354,0094,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:070,R,RNV-B, ,KIWCE,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1499,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW15 ,     ,+00968,00422,D,    , ,   ;N37110205,W078060540,0277;
RWY:RW33 ,     ,      ,00385,D,    , ,   ;N37103914,W078054142,0000;
