APPCH:010,A,R02,COCAD,COCAD,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,COCAD,LEMVE,K7,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,1388,0188,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R02,COCAD,LEMVE,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0206,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R02,OVIDO,OVIDO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,OVIDO,LEMVE,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0369,0137,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R02, ,LEMVE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R02, ,TATGE,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0206,0061,+,01600,     ,     , ,   ,    ,   ,RW02,K7,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R02, ,RW02,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0206,0048, ,00048,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R02, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0206,    ,+,00411,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R02, ,FIPIV,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R02, ,COCAD,K7,E,A,EY  ,L,010,TF,Y, , , , ,      ,    ,    ,2622,0188,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R02, ,COCAD,K7,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,0701,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
