STAR:050,1,ZIGGY7,TTE,FLAVR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,1,ZIGGY7,TTE,MAJEK,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,1,ZIGGY7,TTE,HESPE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,1,ZIGGY7,TTE,HITOP,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,1,ZIGGY7,TTE,NITIY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,1,ZIGGY7,TTE,ZIGGY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ZIGGY7,ALL,ZIGGY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,ZIGGY7,ALL,PDZ,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,VOR-A,PDZ,PDZ,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VOR-A,PDZ,POM,K2,D, ,VE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VOR-A,POM,POM,K2,D, ,VE A,L,   ,HF, , , , , ,      ,    ,    ,2920,T010,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VOR-A,PRADO,PRADO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VOR-A,PRADO,POM,K2,D, ,VE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,S,VOR-A, ,POM,K2,D, ,V  I, ,   ,IF, ,POM,K2,D, ,      ,0000,0000,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:011,S,VOR-A, ,FLYIN,K2,P,C,E   , ,   ,CF, ,POM,K2,D, ,      ,2579,0031,2579,0031,+,03700,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,S,VOR-A, ,SELAW,K2,P,C,E  F, ,   ,CF, ,POM,K2,D, ,      ,2579,0063,2579,0032,+,03000,     ,     , ,   ,    ,   ,POM,K2,D, , ,0, ,C;
APPCH:030,S,VOR-A, ,CFVFM,K2,P,C,EY M, ,   ,CF, ,POM,K2,D, ,      ,2579,0122,2579,0059, ,01320,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,S,VOR-A, , , , , ,  M ,L,   ,VI,Y, , , , ,      ,    ,    ,0700,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,S,VOR-A, ,ADAMM,K2,E,A,EY  , ,   ,CF, ,PDZ,K2,D, ,      ,2775,0155,0980,0095,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,S,VOR-A, ,PDZ,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VOR-B,DARTS,DARTS,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,A,VOR-B,DARTS,IMEFY,K2,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:010,S,VOR-B, ,IMEFY,K2,P,C,E  I, ,   ,IF, ,PDZ,K2,D, ,      ,2763,0350,    ,    ,+,03800,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,S,VOR-B, ,WALLY,K2,P,C,E  F, ,   ,CF, ,PDZ,K2,D, ,      ,2763,0300,0960,0050,+,02400,     ,     , ,   ,    ,   ,PDZ,K2,D, , ,3,N,C;
APPCH:030,S,VOR-B, ,CFVPW,K2,P,C,EY M, ,   ,CF, ,PDZ,K2,D, ,      ,2763,0271,0960,0029, ,01340,     ,     , ,   , 000,   , , , , , ,3,N,C;
APPCH:040,S,VOR-B, ,ADAMM,K2,E,A,E M , ,   ,CF, ,PDZ,K2,D, ,      ,2775,0155,0980,0119,+,02500,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:050,S,VOR-B, ,PDZ,K2,D, ,VE  , ,   ,CF, ,PDZ,K2,D, ,      ,0000,0000,0980,0155,+,04000,     ,     , ,   ,    ,   , , , , , ,3,N,C;
RWY:RW01 ,     ,+00525,00283,V,    , ,   ;N34045435,W118021414,0290;
RWY:RW19 ,     ,+00558,00294,V,    , ,   ;N34052172,W118015849,0641;
