SID:010,5,GWC2F,RW24,LFW01,EG,P,C,EY  , ,   ,CF, ,CPT,EG,D, ,      ,1290,0209,2420,0010, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GWC2F,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,00740,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GWC2F,RW24,LFW02,EG,P,C,E   , ,   ,CF, ,CPT,EG,D, ,      ,1375,0207,2270,0031,+,01440,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,GWC2F,RW24,ASLAP,EG,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,GWC2F,RW24,ESULU,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,5,GWC2F,RW24,HAZEL,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,GWC2F,RW24,LFS04,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,GWC2F,RW24,LFS05,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,GWC2F,RW24,GWC,EG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GWC2L,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,00740,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GWC2L,RW06,LFE01,EG,P,C,E   , ,   ,CF, ,CPT,EG,D, ,      ,1177,0233,0620,0041,+,02500,     ,     ,-,210,    ,   , , , , , , , , ;
