SID:010,2,ABOL1A,RW14,IAS,LR,P,N,E   , ,   ,CF, ,BCU,LR,D, ,      ,0352,0515,1440,0010, ,     ,     ,03000, ,   ,    ,   ,ISI,LR,D,B, , , , ;
SID:020,2,ABOL1A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1440,    ,+,01000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ABOL1A,RW14, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABOL1A,RW14,ABOLO,LR,E,A,EE  , ,   ,CF, ,BCU,LR,D, ,      ,0303,0361,2270,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABOL1B,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,01100,     ,03000,-,210,    ,   ,ISI,LR,D,B, , , , ;
SID:020,2,ABOL1B,RW32,ABOLO,LR,E,A,EE  ,L,   ,CF, ,BCU,LR,D, ,      ,0303,0361,2110,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARPI1A,RW14,IAS,LR,P,N,E   , ,   ,CF, ,BCU,LR,D, ,      ,0352,0515,1440,0010, ,     ,     ,03000, ,   ,    ,   ,ISI,LR,D,B, , , , ;
SID:020,2,ARPI1A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1440,    ,+,01000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ARPI1A,RW14,ISI,LR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARPI1A,RW14,ARPIG,LR,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARPI1B,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3240,    ,+,00820,     ,03000, ,   ,    ,   ,ISI,LR,D,B, , , , ;
SID:020,2,ARPI1B,RW32,ISI,LR,D,B,E   , ,   ,CF, ,BCU,LR,D, ,      ,0303,0534,3290,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARPI1B,RW32,ARPIG,LR,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UNIR1A,RW14,IAS,LR,P,N,E   , ,   ,CF, ,BCU,LR,D, ,      ,0352,0515,1440,0010, ,     ,     ,03000, ,   ,    ,   ,ISI,LR,D,B, , , , ;
