APPCH:010,A,D18,CNU,CNU,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,CNU,EUREK,K3,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,CNU,EUREK,K3,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1875,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D18,EMP,EMP,K3,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,EMP,DELYE,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,EMP,EUREK,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D18, ,EUREK,K3,P,C,E  F, ,   ,IF, ,EMP,K3,D, ,      ,1875,0220,    ,    ,+,03000,     ,18000, ,   ,    ,   ,EMP,K3,D, , ,0, ,S;
APPCH:030,D,D18, ,RW18,K3,P,G,GY M, ,   ,CF, ,EMP,K3,D, ,      ,1875,0271,1875,0051, ,01246,     ,     , ,   ,-325,   , , , , , ,0, ,S;
APPCH:040,D,D18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1875,    ,+,01608,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D18, ,EUREK,K3,P,C,EY  ,L,   ,CF,Y,EMP,K3,D, ,      ,1875,0220,0074,0056,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D18, ,EUREK,K3,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1875,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R18,AGEXY,AGEXY,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,AGEXY,REKSE,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1320,0116,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,EMP,EMP,K3,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,EMP,REKSE,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1930,0154,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,FOWNE,FOWNE,K3,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,FOWNE,REKSE,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2690,0155,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,REKSE,REKSE,K3,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1850,0040,+,03200,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18, ,REKSE,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18, ,ERURE,K3,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,1850,0060,+,03100,     ,     , ,   ,    ,   ,RW18,K3,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18, ,RW18,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1850,0057, ,01245,     ,     , ,   ,-305,   , , , , , ,B,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1850,    ,+,01606,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18, ,KANEY,K3,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18, ,KANEY,K3,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0050,0040,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW08 ,     ,      ,01195,D,    , ,   ;N37511093,W096174815,0000;
RWY:RW18 ,     ,      ,01206,R,    , ,   ;N37511943,W096172516,0000;
RWY:RW26 ,     ,      ,01208,D,    , ,   ;N37511184,W096172142,0000;
RWY:RW36 ,     ,      ,01196,D,    , ,   ;N37504538,W096173318,0000;
