SID:010,1,BRUTE7,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1428,    ,+,01735,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BRUTE7,RW14,MEF,K1,D,B,N   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BRUTE7,RW14,BRUTE,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,0660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BRUTE7,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3228,    ,+,01735,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BRUTE7,RW32, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BRUTE7,RW32,BRUTE,K1,E,A,EE  , ,   ,CF, ,OED,K1,D, ,      ,0980,0095,0980,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,COPPO,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,COPPO,LANKS,K1,E,A,E   , ,   ,TF, ,OED,K1,D, ,      ,0980,0150,0980,0055,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,COPPO,COPPO,K1,P,C,EE  ,R,   ,AF, ,OED,K1,D, ,      ,1605,0150,0980,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,CUTTR,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,CUTTR,CEROS,K1,P,C,E   , ,   ,TF, ,OED,K1,D, ,      ,0843,0150,0632,0062, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,CUTTR,CUTTR,K1,E,A,EE  ,L,   ,AF, ,OED,K1,D, ,      ,0140,0150,0844,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,DREWS,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,DREWS,CEROS,K1,P,C,E   , ,   ,TF, ,OED,K1,D, ,      ,0843,0150,0632,0062, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,DREWS,DREWS,K1,E,A,EE  ,L,   ,AF, ,OED,K1,D, ,      ,3449,0150,0844,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,GRENA,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,GRENA,LANKS,K1,E,A,E   , ,   ,TF, ,OED,K1,D, ,      ,0980,0150,0980,0055,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,GRENA,JADUN,K1,P,C,E   ,R,   ,AF, ,OED,K1,D, ,      ,1380,0150,0980,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BRUTE7,GRENA,GRENA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,1380,0341, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,HANDY,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,HANDY,LANKS,K1,E,A,E   , ,   ,TF, ,OED,K1,D, ,      ,0980,0150,0980,0055,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,HANDY,HANDY,K1,E,A,EE  ,R,   ,AF, ,OED,K1,D, ,      ,1487,0150,0980,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,LANKS,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,LANKS,LANKS,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,0980,0055,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,MOURN,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,MOURN,CEROS,K1,P,C,E   , ,   ,TF, ,OED,K1,D, ,      ,0843,0150,0632,0062, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,MOURN,UZEHE,K1,E,A,E   ,L,   ,AF, ,OED,K1,D, ,      ,3333,0150,0844,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BRUTE7,MOURN,MOURN,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,3332,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,TALEM,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,TALEM,LANKS,K1,E,A,E   , ,   ,TF, ,OED,K1,D, ,      ,0980,0150,0980,0055,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,TALEM,LIPWO,K1,E,A,E   ,R,   ,AF, ,OED,K1,D, ,      ,1566,0150,0980,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BRUTE7,TALEM,TALEM,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,1566,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BRUTE7,UZEHE,BRUTE,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BRUTE7,UZEHE,CEROS,K1,P,C,E   , ,   ,TF, ,OED,K1,D, ,      ,0843,0150,0632,0062, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BRUTE7,UZEHE,UZEHE,K1,E,A,EE  ,L,   ,AF, ,OED,K1,D, ,      ,3333,0150,0844,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,EAGLE6,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3228,    ,+,01700,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,EAGLE6,RW32, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,GNATS7,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1428,    ,+,01735,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,GNATS7,RW14, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,GNATS7,RW14,GNATS,K1,E,A,EE  , ,   ,CF, ,CIC,K2,D, ,      ,3258,1667,2720,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,GNATS7,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3228,    ,+,01800,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,GNATS7,RW32, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,GNATS7,RW32,GNATS,K1,E,A,EE  , ,   ,CF, ,CIC,K2,D, ,      ,3258,1667,2720,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
