SID:005,5,ARSA1A,RW25R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2450,    ,+,00600,     ,05000, ,   ,    ,   ,BBI,ED,D, , , , , ;
SID:010,5,ARSA1A,RW25R,DB240,ET,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,2607,0037,2450,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ARSA1A,RW25R,DB241,ET,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARSA1A,RW25R,DB242,ET,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ARSA1A,RW25R,DB243,ET,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL095,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARSA1A,RW25R,DB244,ET,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARSA1A,RW25R,GERGA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ARSA1A,RW25R,PINOB,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ARSA1A,RW25R,ARSAP,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARSA1M,RW25R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2450,    ,+,00600,     ,05000, ,   ,    ,   ,BBI,ED,D, , , , , ;
SID:020,5,ARSA1M,RW25R,DB240,ET,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,2607,0037,2450,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARSA1M,RW25R,DB247,ET,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARSA1M,RW25R,VAVIV,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARSA1M,RW25R,IBGAL,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARSA1M,RW25R,BAKPA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ARSA1M,RW25R,ERDUX,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ARSA1M,RW25R,GERGA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ARSA1M,RW25R,PINOB,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ARSA1M,RW25R,ARSAP,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ARSA1Q,RW07R,DB060,ET,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,0648,0027,0650,0010,+,00600,     ,05000,-,200,    ,   ,BBI,ED,D, , , , , ;
SID:010,5,ARSA1Q,RW07R,DB062,ED,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,1072,0062,1310,0045, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ARSA1Q,RW07R,ARGUX,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARSA1Q,RW07R,IDOBA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARSA1Q,RW07R,ARSAP,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ARSA1Z,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0650,    ,+,00600,     ,05000, ,   ,    ,   ,BBI,ED,D, , , , , ;
SID:010,5,ARSA1Z,RW07R,DB059,ET,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,0763,0117,0800,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ARSA1Z,RW07R,IDOBA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARSA1Z,RW07R,ARSAP,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARSA2B,RW07L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0650,    ,+,00600,     ,05000, ,   ,    ,   ,BBI,ED,D, , , , , ;
SID:020,5,ARSA2B,RW07L,DB068,ET,P,C,E   , ,   ,CF, ,BBI,ED,D, ,      ,0605,0136,0650,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARSA2B,RW07L,GERGA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARSA2B,RW07L,PINOB,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARSA2B,RW07L,ARSAP,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ARSA2N,RW25L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2450,    ,+,00600,     ,05000, ,   ,    ,   ,BBI,ED,D, , , , , ;
SID:010,5,ARSA2N,RW25L,DB261,ED,P,C,EY  , ,   ,CF, ,BBI,ED,D, ,      ,2247,0079,2250,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
