SID:010,2,BURP1B,RW15,BURPI,SB,P,C,EB  , ,   ,CF, ,CXS,SB,D, ,      ,1521,0055,1520,0050,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:010,3,BURP1B,GLUE,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:015,3,BURP1B,GLUE,CXS03,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,2101,0055,1520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,3,BURP1B,GLUE,GLUE,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP1B,ILPIV,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP1B,ILPIV,CXS04,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,2404,0055,1520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP1B,ILPIV,ILPIV,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP1B,ITBAX,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP1B,ITBAX,CXS02,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,0751,0055,1520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP1B,ITBAX,ITBAX,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP1B,KIMUV,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP1B,KIMUV,CXS01,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,0396,0055,1520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP1B,KIMUV,KIMUV,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP1B,NOBEL,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,06000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP1B,NOBEL,CXS05,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,3122,0055,1520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BURP1B,NOBEL,NOBEL,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BURP1C,RW15,BURPI,SB,P,C,EB  , ,010,CF, ,CXS,SB,D, ,      ,1521,0055,1530,0050,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:010,6,BURP1C,ANLER,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,ANLER,VAGAL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,ANLER,CX016,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,ANLER,SUKDI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BURP1C,ANLER,ANLER,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,ARTIL,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,ARTIL,AKVOP,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,ARTIL,ARTIL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,BUXEV,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,BUXEV,BUXEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL080,FL070,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,EGBIP,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,EGBIP,VAGAL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,EGBIP,CX016,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,EGBIP,SUKDI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BURP1C,EGBIP,ANLER,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,BURP1C,EGBIP,EGBIP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,NOBEL,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,NOBEL,TOGNU,SB,E,A,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,NOBEL,PUBGI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,NOBEL,NOBEL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,PENSO,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
