SID:010,2,EL1,RW01, , , , ,    , ,   ,CD, ,IRE,BI,D, ,      ,    ,    ,0070,0025, ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,2,EL1,RW01,EL,BI,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL1,LUTER,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL1,LUTER,D118J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL1,LUTER,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL1,METIL,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL1,METIL,D144J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL1,METIL,METIL,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL1,REKVA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:015,3,EL1,REKVA,REKVA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL1,TIBRA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL1,TIBRA,TIBRA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EL2,RW19, , , , ,    , ,   ,CD, ,IRE,BI,D, ,      ,    ,    ,1870,0028, ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,2,EL2,RW19,EL,BI,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL2,LUTER,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL2,LUTER,D118J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL2,LUTER,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL2,METIL,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL2,METIL,D144J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL2,METIL,METIL,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL2,REKVA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:030,3,EL2,REKVA,REKVA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL2,TIBRA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:040,3,EL2,TIBRA,TIBRA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EL3,RW31,RK,BI,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,2,EL3,RW31,EL,BI,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL3,LUTER,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL3,LUTER,D118J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL3,LUTER,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL3,METIL,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL3,METIL,D144J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL3,METIL,METIL,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL3,REKVA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:030,3,EL3,REKVA,REKVA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL3,TIBRA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:040,3,EL3,TIBRA,TIBRA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EL4,RW13,EL,BI,D,B,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:010,3,EL4,LUTER,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL4,LUTER,D118J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL4,LUTER,LUTER,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL4,METIL,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,3,EL4,METIL,D144J,BI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,EL4,METIL,METIL,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL4,REKVA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:030,3,EL4,REKVA,REKVA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,EL4,TIBRA,EL,BI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:040,3,EL4,TIBRA,TIBRA,BI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFV1,RW01, , , , ,    , ,   ,CD, ,IRE,BI,D, ,      ,    ,    ,0070,0025, ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:030,2,KFV1,RW01,KFV,BI,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFV2A,RW19, , , , ,    , ,   ,CD, ,IRE,BI,D, ,      ,    ,    ,1870,0028, ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:040,2,KFV2A,RW19,KFV,BI,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFV3,RW31,RK,BI,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
SID:020,2,KFV3,RW31,KFV,BI,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KFV4,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1280,    ,+,01000,     ,07000, ,   ,    ,   ,RK,BI,D,B,A, , , ;
