SID:010,2,ASVO5A,RW04B, , , , ,    , ,   ,VD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,ASVO5A,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,1840,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,ASVO5A,RW04B,PIS,LI,D, ,V   , ,   ,CF, ,PIS,LI,D, ,      ,0000,0000,1540,0050,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASVO5A,RW04B,D137F,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASVO5A,RW04B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ASVO5A,RW04B,ASVOL,LI,E,A,EEC , ,   ,CF, ,PIS,LI,D, ,      ,1713,0300,1840,0220,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASVO5C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,ASVO5C,RW22B,D215D,LI,P,C,E   , ,   ,CF, ,PIS,LI,D, ,      ,2148,0040,2150,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASVO5C,RW22B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0630,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,ASVO5C,RW22B,PIS,LI,D, ,V   , ,   ,CF, ,PIS,LI,D, ,      ,0000,0000,1230,0030,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASVO5C,RW22B,PIS,LI,D, ,V   , ,   ,FD, ,PIS,LI,D, ,      ,0000,0000,1370,0055, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ASVO5C,RW22B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,ASVO5C,RW22B,ASVOL,LI,E,A,EEC , ,   ,CF, ,PIS,LI,D, ,      ,1713,0300,1840,0220,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,BERO7A,RW04B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0350,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:010,2,BERO7A,RW04B, , , , ,    , ,   ,CD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BERO7A,RW04B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3200,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,BERO7A,RW04B,BEROK,LI,E,A,EEC , ,   ,CF, ,PIS,LI,D, ,      ,3546,0294,3550,0230,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BERO7C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,BERO7C,RW22B,D215D,LI,P,C,E   , ,   ,CF, ,PIS,LI,D, ,      ,2148,0040,2150,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BERO7C,RW22B, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3540,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,BERO7C,RW22B,PIS,LI,D, ,V   , ,   ,CF, ,PIS,LI,D, ,      ,0000,0000,3090,0030,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BERO7C,RW22B,BEROK,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE7A,RW04B, , , , ,    , ,   ,VD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,BETE7A,RW04B, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2250,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,BETE7A,RW04B,D296B,LI,P,C,EY  , ,   ,CF, ,PIS,LI,D, ,      ,2960,0025,1950,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BETE7A,RW04B,D254T,LI,P,C,E   , ,   ,CF, ,PIS,LI,D, ,      ,2530,0200,2540,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BETE7A,RW04B,BETEN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE7C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,BETE7C,RW22B,D215D,LI,P,C,EY  , ,   ,CF, ,PIS,LI,D, ,      ,2148,0040,2150,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETE7C,RW22B, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,BETE7C,RW22B,D254T,LI,P,C,E   , ,   ,CF, ,PIS,LI,D, ,      ,2530,0200,2540,0110,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BETE7C,RW22B,BETEN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETE7E,RW04B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0350,    ,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D,B, , , , ;
SID:015,2,BETE7E,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,1950,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:020,2,BETE7E,RW04B,PIS,LI,D,B,E   , ,   ,CF, ,ELB,LI,D, ,      ,3532,0517,1950,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BETE7E,RW04B,D264O,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BETE7E,RW04B,BETEN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GINA8A,RW04B, , , , ,    , ,   ,VD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,GINA8A,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,1840,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,GINA8A,RW04B,PIS,LI,D, ,V   , ,   ,CF, ,PIS,LI,D, ,      ,0000,0000,1540,0050,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GINA8A,RW04B,GINAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GINA8C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,GINA8C,RW22B,D215D,LI,P,C,E   , ,   ,CF, ,PIS,LI,D, ,      ,2148,0040,2150,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GINA8C,RW22B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0780,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,GINA8C,RW22B,PIS,LI,D, ,V   , ,   ,CF, ,PIS,LI,D, ,      ,0000,0000,1230,0020,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GINA8C,RW22B,GINAR,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOVG5A,RW04B, , , , ,    , ,   ,VD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,GOVG5A,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,2250,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,GOVG5A,RW04B,PIS,LI,D,B,E   , ,   ,CF, ,PIS,LI,D, ,      ,2162,0067,1950,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOVG5A,RW04B,KAREL,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GOVG5A,RW04B,GOVGO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOVG5C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,GOVG5C,RW22B,PIS,LI,D,B,E   , ,   ,CF, ,PIS,LI,D, ,      ,2162,0067,2150,0060,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOVG5C,RW22B,KAREL,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOVG5C,RW22B,GOVGO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOVG5E,RW04B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0350,    ,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D,B, , , , ;
SID:020,2,GOVG5E,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,1950,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,GOVG5E,RW04B,PIS,LI,D,B,E   , ,   ,CF, ,ELB,LI,D, ,      ,3532,0517,1950,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOVG5E,RW04B,KAREL,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GOVG5E,RW04B,GOVGO,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MARE8A,RW04B, , , , ,    , ,   ,VD, ,PIS,LI,D, ,      ,    ,    ,0350,0030,+,00700,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:030,2,MARE8A,RW04B, , , , ,    ,L,   ,CA,Y, , , , ,      ,    ,    ,2250,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,MARE8A,RW04B,PIS,LI,D,B,E   , ,   ,CF, ,PIS,LI,D, ,      ,2162,0067,1950,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MARE8A,RW04B,KAREL,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MARE8A,RW04B,D184Z,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MARE8A,RW04B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,MARE8A,RW04B,PIS28,LI,P,C,EY  ,L,   ,AF, ,PIS,LI,D, ,      ,1630,0280,1830,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:095,2,MARE8A,RW04B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,2,MARE8A,RW04B,MAREL,LI,E,A,EEC , ,   ,CF, ,PIS,LI,D, ,      ,1523,0263,3320,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MARE8C,RW22B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2150,    ,+,00410,     ,06000, ,   ,    ,   ,PIS,LI,D, , , , , ;
SID:020,2,MARE8C,RW22B,PIS,LI,D,B,E   , ,   ,CF, ,PIS,LI,D, ,      ,2162,0067,2150,0060,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MARE8C,RW22B,KAREL,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MARE8C,RW22B,D184Z,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MARE8C,RW22B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MARE8C,RW22B,PIS28,LI,P,C,EY  ,L,   ,AF, ,PIS,LI,D, ,      ,1630,0280,1830,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,2,MARE8C,RW22B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
