APPCH:010,A,R05,MAMBO,MAMBO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R05,MAMBO,UFIPI,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0434,0138,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R05, ,UFIPI,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R05, ,RUXZO,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0537,0062,+,02000,     ,     , ,   ,    ,   ,RW05,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R05, ,SEVAE,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0537,0033,V,00900,00928,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R05, ,RW05,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0537,0025, ,00118,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0537,    ,+,00385,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R05, ,HOSOK,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R05, ,BARBS,K7,E,A,EY  ,L,010,TF,Y, , , , ,      ,    ,    ,3225,0153,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R05, ,BARBS,K7,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,1750,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R12,BARBS,BARBS,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R12,BARBS,XEHMO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2072,0098,+,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R12, ,XEHMO,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R12, ,IDROF,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1219,0064,+,01600,     ,     , ,   ,    ,   ,RW12,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
