APPCH:010,A,RNV-A,BAYJY,BAYJY,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,BAYJY,JASER,K2,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,0830,0051,+,03800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,JASER,JASER,K2,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,0916,0040,+,03800,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,PRADO,PRADO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,PRADO,JASER,K2,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,0348,0067,+,03800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNV-A, ,JASER,K2,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:011,R,RNV-A, ,UZOHO,K2,P,C,E S , ,051,TF, , , , , ,      ,    ,    ,0916,0040,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNV-A, ,HASIV,K2,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0917,0040,+,02700,     ,     , ,   ,    ,   ,RW06,K2,P,G, ,B,J,C;
APPCH:030,R,RNV-A, ,RW06,K2,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0637,0059, ,00800,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNV-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0637,    ,+,01167,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNV-A, ,PDZ,K2,D, ,VY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNV-A, ,PDZ,K2,D, ,VE  ,R,020,HM, , , , , ,      ,    ,    ,2580,0040,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW06 ,     ,      ,00750,D,    , ,   ;N33591602,W117245411,0000;
RWY:RW24 ,     ,      ,00767,D,    , ,   ;N33592325,W117241724,0000;
