SID:010,2,ABIL1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ABIL1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABIL1A,RW01,D360K,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04870,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABIL1A,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ABIL1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ABIL1A,RW01,ABILA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABIL1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ABIL1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABIL1B,RW19,D151H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABIL1B,RW19,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ABIL1B,RW19,ABILA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASTI1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ASTI1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASTI1A,RW01,D360H,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASTI1A,RW01,D328M,UH,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASTI1A,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ASTI1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ASTI1A,RW01,ASTIT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASTI1A,ADALU,ASTIT,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,3,ASTI1A,ADALU,ADALU,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASTI1A,RULOD,ASTIT,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,3,ASTI1A,RULOD,RULOD,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASTI1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ASTI1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASTI1B,RW19,D151H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASTI1B,RW19,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASTI1B,RW19,ASTIT,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASTI1B,ADALU,ASTIT,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,3,ASTI1B,ADALU,ADALU,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASTI1B,RULOD,ASTIT,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,3,ASTI1B,RULOD,RULOD,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BERE1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,BERE1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BERE1A,RW01,D360H,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BERE1A,RW01,D317H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BERE1A,RW01,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BERE1A,RW01,BEREM,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BERE1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:040,2,BERE1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BERE1B,RW19, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BERE1B,RW19,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BERE1B,RW19,BEREM,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NORU1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,NORU1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NORU1A,RW01,D360H,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NORU1A,RW01,D317H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NORU1A,RW01,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,NORU1A,RW01,NORUS,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NORU1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,NORU1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NORU1B,RW19, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NORU1B,RW19,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NORU1B,RW19,NORUS,UH,E,A,EBC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROMB1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ROMB1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROMB1A,RW01,D360H,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROMB1A,RW01,D328M,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ROMB1A,RW01,ROMBA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROMB1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,ROMB1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROMB1B,RW19,D151H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROMB1B,RW19,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ROMB1B,RW19,ROMBA,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RULO1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,RULO1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RULO1A,RW01,D360H,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RULO1A,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RULO1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,RULO1A,RW01,RULOD,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RULO1B,RW19,RW01,UH,P,G,GY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,RULO1B,RW19,D190H,UR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RULO1B,RW19,D151H,UH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RULO1B,RW19,KL,UH,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RULO1B,RW19,RULOD,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VASO1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,02090,     ,07000, ,   ,    ,   ,KL,UH,P,N, , , , ;
SID:020,2,VASO1A,RW01,KL,UH,P,N,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VASO1A,RW01,D360K,UH,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04870,     ,     , ,   ,    ,   , , , , , , , , ;
