SID:010,5,EPH1,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1730,    ,+,01805,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EPH1,RW17,GETNG,K1,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,EPH1,RW17,HVARD,K1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPH1,RW17,EPH,K1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,P35,EPH,EPH,K1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P35,EPH,PAWYO,K1,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P35,EPH,ETORY,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:040,A,P35,EPH,ENUVE,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P35, ,ENUVE,K1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P35, ,WAYWE,K1,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,0010,+,03600,     ,     , ,   ,    ,   ,RW35,K1,P,G, ,P,P,S;
APPCH:030,P,P35, ,RW35,K1,P,G,G  M, ,   ,TF, , , , , ,      ,    ,    ,    ,0060, ,01348,     ,     , ,   ,-354,   , , , , , ,P,P,S;
APPCH:040,P,P35, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3350,    ,+,01705,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P35, ,PAWYO,K1,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P35, ,PAWYO,K1,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1580,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,S;
RWY:RW17 ,     ,      ,01305, ,    , ,   ;N48281462,W119305950,0000;
RWY:RW35 ,     ,      ,01298, ,    , ,   ;N48272915,W119311047,0000;
