APPCH:010,A,R14,FATOR,FATOR,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R14,FATOR,WODEE,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0883,0152,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R14,HARGI,HARGI,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R14,HARGI,WODEE,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2087,0104,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R14,WODEE,WODEE,K4,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1375,0040,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R14, ,WODEE,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R14, ,ECETE,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1375,0060,+,01400,     ,     , ,   ,    ,   ,RW14,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R14, ,ZADUV,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1376,0023,V,00660,00661,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R14, ,RW14,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1376,0017, ,00119,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1376,    ,+,00900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R14, ,WODEE,K4,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R14, ,WODEE,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1375,0040,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,S,VOR-A, ,MFE,K4,D, ,V  I, ,   ,IF, ,MFE,K4,D, ,      ,0000,0000,    ,    ,+,01600,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,S,VOR-A, ,ZOXAT,K4,P,C,E  F, ,   ,CF, ,MFE,K4,D, ,      ,0800,0100,0800,0100,+,01500,     ,     , ,   ,    ,   ,MFE,K4,D, , ,0, ,C;
APPCH:030,S,VOR-A, ,WULBU,K4,P,C,EY M, ,   ,CF, ,MFE,K4,D, ,      ,0800,0141,0800,0041, ,00700,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,S,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,S,VOR-A, ,MFE,K4,D, ,VE  ,L,   ,DF, ,MFE,K4,D, ,      ,0000,0000,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW14 ,     ,-00023,00069,R,    , ,   ;N26110663,W097584690,0000;
RWY:RW32 ,     ,-00022,00069,V,    , ,   ;N26102006,W097580595,0000;
