SID:010,5,IPOXE2,RW21,IPOXE,PA,P,C,EB  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,6,IPOXE2,EDMON,IPOXE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,IPOXE2,EDMON,EDMON,PA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IPOXE2,GAL,IPOXE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,IPOXE2,GAL,GULEY,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,IPOXE2,GAL,GAL,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IPOXE2,MCG,IPOXE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,IPOXE2,MCG,GULEY,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,IPOXE2,MCG,MCG,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KACLE2,RW03,KACLE,PA,P,C,EB  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,6,KACLE2,EDMON,KACLE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,KACLE2,EDMON,HIREM,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,KACLE2,EDMON,EDMON,PA,E,A,EE  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KACLE2,VENCE,KACLE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,KACLE2,VENCE,VENCE,PA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,KACLE2,YUCON,KACLE,PA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,KACLE2,YUCON,HIREM,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,KACLE2,YUCON,YUCON,PA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R03,KICEN,KICEN,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03,KICEN,KUTTE,PA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1076,0050,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R03,KUTTE,KUTTE,PA,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0177,0050,+,04600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R03,LEMRE,LEMRE,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03,LEMRE,KUTTE,PA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2879,0050,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R03, ,KUTTE,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:011,R,R03, ,JEDIT,PA,P,C,E S , ,051,TF, , , , , ,      ,    ,    ,0177,0040,+,03400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R03, ,LUCIY,PA,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0178,0022,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R03, ,HEGLA,PA,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0179,0038,+,01600,     ,     , ,   , 000,   , , , , , ,B,J,S;
APPCH:030,R,R03, ,FIGED,PA,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0179,0039, ,01280,     ,     , ,   , 000,   , , , , , ,B,J,S;
APPCH:040,R,R03, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0179,    ,+,00581,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R03, ,KUTTE,PA,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R03, ,KUTTE,PA,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0177,0050,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R21,CIMUL,CIMUL,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R21,CIMUL,FEPNO,PA,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,2991,0050,+,03300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R21,FEPNO,FEPNO,PA,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,2090,0040,+,03300,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R21,LENOW,LENOW,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R21,LENOW,FEPNO,PA,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,1189,0050,+,03300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R21, ,FEPNO,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R21, ,CIKET,PA,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,2090,0060,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R21, ,RW21,PA,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2088,0058, ,00222,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R21, ,ARWUC,PA,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R21, ,KUTTE,PA,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,1945,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R21, ,KUTTE,PA,P,C,EE  ,R,020,HM, , , , , ,      ,    ,    ,0177,0050,+,04600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW03 ,     ,      ,00181,D,    , ,   ;N64185487,W158450159,0000;
RWY:RW21 ,     ,      ,00170,R,    , ,   ;N64192178,W158435581,0000;
