SID:010,2,ALGI1A,RW29,BAR,SA,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,BAR,SA,D, ,B, , , ;
SID:015,2,ALGI1A,RW29,GEMOB,SA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ALGI1A,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ALGI1A,RW29,ZS020,SA,P,C,E   ,R,   ,AF, ,BAR,SA,D, ,      ,3568,0120,2870,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,ALGI1A,RW29,ALGIL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALGI1C,RW29,GEMOB,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,2870,0080,2870,0088, ,     ,     ,08000,-,230,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ALGI1C,RW29,ZS024,SA,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ALGI1C,RW29,ZS081,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALGI1C,RW29,ALGIL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALGI1E,RW11,ZS001,SA,P,C,E   , ,   ,CF, ,BAR,SA,D, ,      ,1100,0120,1100,0097, ,     ,     ,08000, ,   ,    ,   ,BAR,SA,D, ,B, , , ;
SID:030,2,ALGI1E,RW11,D357L,SA,P,C,E   ,L,   ,AF, ,BAR,SA,D, ,      ,3568,0120,1100,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,2,ALGI1E,RW11,ALGIL,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALGI1G,RW11,ZS015,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,1078,0053,1080,0030, ,     ,     ,08000,-,230,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ALGI1G,RW11,ZS010,SA,P,C,EY  ,L,010,CF, ,BAR,SA,D, ,      ,0504,0120,0130,0102, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ALGI1G,RW11,ZS017,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALGI1G,RW11,ALGIL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATAK1A,RW29,BAR,SA,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,BAR,SA,D, ,B, , , ;
SID:015,2,ATAK1A,RW29,GEMOB,SA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ATAK1A,RW29, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ATAK1A,RW29,BAR,SA,D, ,V   , ,   ,CF, ,BAR,SA,D, ,      ,0000,0000,1500,0050,+,FL120,     ,     ,-,230,    ,   , , , , , , , , ;
SID:045,2,ATAK1A,RW29,ATAKO,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATAK1C,RW29,GEMOB,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,2870,0080,2870,0088, ,     ,     ,08000,-,230,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ATAK1C,RW29,ZS025,SA,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ATAK1C,RW29,ZS027,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ATAK1C,RW29,ZS028,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATAK1C,RW29,ZS085,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
