APPCH:010,A,R14,DIDUL,DIDUL,EF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,240,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,DIDUL,SOVEL,EF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R14,UPMIX,UPMIX,BI,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,240,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,UPMIX,SOVEL,EF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R14, ,SOVEL,EF,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R14, ,OKIRI,EF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1290,0050,+,02200,     ,     , ,   ,    ,   ,EFVR,EF,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R14, ,RW14,EF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1290,0050, ,00352,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:040,R,R14, ,VR551,EF,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R14, ,VR552,EF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R14, ,JOMAK,EF,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R14, ,JOMAK,EF,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1060,T010, ,02500,     ,     ,-,240,    ,   , , , , , ,B,J,S;
RWY:RW14 ,     ,      ,00287, ,    , ,   ;N62104925,E027511477,0000;
RWY:RW32 ,     ,      ,00256, ,    , ,   ;N62095859,E027524050,0000;
