APPCH:010,A,R01,AHIZI,AHIZI,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R01,AHIZI,CORAC,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0926,0090,+,03200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R01,CORAC,CORAC,K6,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,0028,0040,+,03200,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R01,TECOG,TECOG,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R01,TECOG,CORAC,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2729,0090,+,03200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R01, ,CORAC,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R01, ,PITRE,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0028,0122,+,02700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R01, ,OBKOE,K6,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0027,0028,V,01800,01811,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:022,R,R01, ,NANKE,K6,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0027,0011,V,01460,01460,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R01, ,RW01,K6,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0027,0030, ,00505,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R01, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0027,    ,+,00678,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R01, ,VEGGS,K6,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R01, ,VEGGS,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1826,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R19,BICMU,BICMU,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R19,BICMU,VEGGS,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2728,0090,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R19,CESUG,CESUG,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
