SID:010,5,BOPAT2,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00420,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,5,BOPAT2,RW10,BOPAT,TN,E,A,EB  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOPAT2,DANDE,BOPAT,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,BOPAT2,DANDE,DANDE,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOPAT2,GOUDA,BOPAT,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,BOPAT2,GOUDA,GOUDA,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOPAT2,JUICE,BOPAT,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,BOPAT2,JUICE,JUICE,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,JULNA2,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00420,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,2,JULNA2,RW10, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,JULNA2,RW10,D166J,TN,P,C,EE  , ,   ,CF, ,PJM,TN,D, ,      ,1660,0100,1660,0040,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,DANDE,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,DANDE, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,DANDE,D237L,TN,P,C,E   ,R,   ,AF, ,PJM,TN,D, ,      ,2385,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,DANDE,DANDE,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,ESVAN,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,ESVAN,ESVAN,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,ESVAN,ZPATA,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,GOUDA,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,GOUDA, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,GOUDA,D237L,TN,P,C,E   ,R,   ,AF, ,PJM,TN,D, ,      ,2385,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,GOUDA, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,JULNA2,GOUDA,GOUDA,TJ,E,A,EEC , ,   ,CF, ,PJM,TN,D, ,      ,2728,0320,2710,0170, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,JUICE,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,JUICE, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,JUICE,D237L,TN,P,C,E   ,R,   ,AF, ,PJM,TN,D, ,      ,2385,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,JUICE, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,JULNA2,JUICE,JUICE,TJ,E,A,EE  , ,   ,CF, ,PJM,TN,D, ,      ,2941,0318,2920,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,MNOLO,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,MNOLO, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,MNOLO,D059L,TN,P,C,E   ,L,   ,AF, ,PJM,TN,D, ,      ,0585,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,MNOLO,MNOLO,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,ONBED,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,ONBED, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,ONBED,D138L,TN,P,C,E   ,L,   ,AF, ,PJM,TN,D, ,      ,1396,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,ONBED,ONBED,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,JULNA2,ONBED,ELOPO,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,JULNA2,TRNKY,D166J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,JULNA2,TRNKY, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,JULNA2,TRNKY,D004L,TN,P,C,E   ,L,   ,AF, ,PJM,TN,D, ,      ,0039,0120,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,JULNA2,TRNKY,TRNKY,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MODOR2,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00420,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,5,MODOR2,RW10,MODOR,TN,E,A,EB  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,DANDE,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,DANDE,DANDE,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,ELOPO,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,ELOPO,ELOPO,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,GOUDA,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,GOUDA,GOUDA,TJ,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,JUICE,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,JUICE,JUICE,TJ,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,MNOLO,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,MNOLO,MNOLO,TJ,E,A,EEC ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,TRNKY,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,TRNKY,TRNKY,TJ,E,A,EE  ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MODOR2,ZPATA,MODOR,TN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,TNCM,TN,P,A,B, , , ;
SID:020,6,MODOR2,ZPATA,ZPATA,TJ,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MULLT2,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00420,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,2,MULLT2,RW10,D232J,TN,P,C,EB  ,R,   ,CF, ,PJM,TN,D, ,      ,2320,0100,2300,0100,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,MULLT2,DANDE,D232J,TN,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,05000, ,   ,    ,   ,PJM,TN,D, , , , , ;
SID:020,3,MULLT2,DANDE, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,MULLT2,DANDE,DANDE,TJ,E,A,EE  , ,   ,CF, ,PJM,TN,D, ,      ,2385,0447,2370,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
