SID:010,2,DORO1A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,DORO1A,RW19, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DORO1A,RW19,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2735,0195,2730,0130,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO1B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:015,2,DORO1B,RW19, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DORO1B,RW19,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2735,0196,3000,0170,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO1C,RW01, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,0070,0017, ,     ,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,DORO1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,DORO1C,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DORO1C,RW01,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2735,0196,2730,0120,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:015,2,DORO3B,RW19, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DORO3B,RW19,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2735,0196,3000,0170,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO3C,RW01, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,0070,0017, ,     ,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,DORO3C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,DORO3C,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DORO3C,RW01,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2735,0196,2730,0120,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUTO1A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,KUTO1A,RW19, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0930,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUTO1A,RW19,KUTON,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,1373,0224,1370,0160,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUTO1B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:015,2,KUTO1B,RW19, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KUTO1B,RW19,KUTON,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,1373,0224,1190,0180,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUTO1C,RW01, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,0070,0017, ,     ,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,KUTO1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,KUTO1C,RW01,GNV,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KUTO1C,RW01,KUTON,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUTO3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1870,    ,+,02430,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,KUTO3B,RW19,KUTON,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,1373,0224,1220,0180,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUTO3C,RW01, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,0070,0017, ,     ,     ,04730, ,   ,    ,   ,GNV,UR,D, , , , , ;
SID:020,2,KUTO3C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,KUTO3C,RW01,GNV,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KUTO3C,RW01,KUTON,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
