SID:010,4,ADYOS3,RW21, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2138,    ,+,05860,     ,18000,-,210,    ,   , , , , , , , , ;
SID:020,4,ADYOS3,RW21,ASTAH,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ADYOS3,RW21,LVSTA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ADYOS3,RW21,ADYOS,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ADYOS3,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2595,    ,+,05860,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ADYOS3,RW26,ABQ,K2,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ADYOS3,RW26,ADYOS,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ADYOS3,GUP,ADYOS,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ADYOS3,GUP,BABYY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ADYOS3,GUP,BUSLE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ADYOS3,GUP,GUP,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ADYOS3,ZUN,ADYOS,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ADYOS3,ZUN,PNYON,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ADYOS3,ZUN,ZUN,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ATOMK3,RW21, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2138,    ,+,05860,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ATOMK3,RW21,FOXRR,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ATOMK3,RW21,TYWEB,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ATOMK3,RW21,TKILA,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,4,ATOMK3,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2595,    ,+,05860,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ATOMK3,RW26,FOXRR,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ATOMK3,RW26,TYWEB,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ATOMK3,RW26,TKILA,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ATOMK3, ,TKILA,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,18000,-,250,    ,   , , , , , , , , ;
SID:020,5,ATOMK3, ,FIREY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATOMK3, ,ATOMK,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
