SID:010,2,DUMAS3,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2580,    ,+,00490,     ,08000, ,   ,    ,   , , , , , , , , ;
SID:020,2,DUMAS3,RW26,PWL,SC,D, ,V   , ,   ,FA, ,PWL,SC,D, ,      ,0000,0000,2730,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DUMAS3,RW26, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DUMAS3,RW26,SUNLI,SC,E,A,EEC , ,   ,CF, ,PWL,SC,D, ,      ,2546,0387,2550,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,VORA,PWL,PWL,SC,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,PWL,PWL,SC,D, ,VY  , ,   ,FC, ,PWL,SC,D, ,      ,0000,0000,0520,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,VORA,PWL,FF250,SC,P,C,EE  ,R,   ,CF,Y,PWL,SC,D, ,      ,0700,0070,2500,0010,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,FF250,SC,P,C,E  F, ,   ,IF, ,PWL,SC,D, ,      ,0700,0070,    ,    ,+,03200,     ,     , ,   ,    ,   ,PWL,SC,D, , ,0, ,C;
APPCH:030,V,VORA, ,PWL,SC,D, ,V  M, ,   ,CF, ,PWL,SC,D, ,      ,0000,0000,2500,0070, ,01140,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORA, ,PWL,SC,D, ,V M , ,   ,FA, ,PWL,SC,D, ,      ,0000,0000,2700,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORA, ,PWL,SC,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:070,V,VORA, ,PWL,SC,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0520,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW08 ,-1500,      ,00088, ,    , ,   ;S54555142,W067381487,0000;
RWY:RW26 ,+1500,      ,00042, ,    , ,   ;S54555217,W067365401,0000;
