SID:010,2,APRU2G,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,02000,     ,07500, ,   ,    ,   ,KP,UN,P,N, , , , ;
SID:020,2,APRU2G,RW11,UJ,UN,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APRU2G,RW11,APRUS,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APRU2H,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,02000,     ,07500, ,   ,    ,   ,R,UN,P,N, , , , ;
SID:030,2,APRU2H,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,APRU2H,RW29,APRUS,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,2527,0451,2530,0390, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APRU2J,RW11, , , , ,    , ,   ,CD, ,KRS,UN,D, ,      ,    ,    ,1090,0059, ,     ,     ,07500, ,   ,    ,   ,KRS,UN,D, ,A, , , ;
SID:020,2,APRU2J,RW11,UJ,UN,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APRU2J,RW11,APRUS,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APRU2K,RW29, , , , ,    , ,   ,CD, ,KRS,UN,D, ,      ,    ,    ,2890,0067, ,     ,     ,07500, ,   ,    ,   ,KRS,UN,D, ,A, , , ;
SID:020,2,APRU2K,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APRU2K,RW29,APRUS,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,2527,0451,2530,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APRU2L,RW11,KL008,UN,P,C,EY  , ,   ,CF, ,KRS,UN,D, ,      ,0986,0051,1090,0050, ,     ,     ,07500, ,   ,    ,   ,UNKM,UN,P,A, , , , ;
SID:020,5,APRU2L,RW11,UJ,UN,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL080,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,APRU2L,RW11,APRUS,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APRU2M,RW29,KL009,UN,P,C,EY  , ,   ,CF, ,KRS,UN,D, ,      ,2971,0068,2890,0070, ,     ,     ,07500, ,   ,    ,   ,UNKM,UN,P,A, , , , ;
SID:020,5,APRU2M,RW29,APRUS,UN,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATRE2G,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,02000,     ,07500, ,   ,    ,   ,KP,UN,P,N, , , , ;
SID:015,2,ATRE2G,RW11,UJ,UN,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
