SID:010,1,DUDES9,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1650,    ,+,00600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,DUDES9,RW16B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DUDES9,RW16B,SHELD,K2,P,C,E   , ,   ,CF, ,SAC,K2,D, ,      ,0580,0170,0580,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DUDES9,RW16B,CROTI,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0580,0230, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DUDES9,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3450,    ,+,01500,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,DUDES9,RW34B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DUDES9,RW34B,LIAMM,K2,P,C,E   , ,   ,CF, ,MYV,K2,D, ,      ,1540,0300,1540,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DUDES9,RW34B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,DUDES9,RW34B,CROTI,K2,P,C,EE  , ,   ,CF, ,SAC,K2,D, ,      ,0580,0400,0580,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DUDES9, ,CROTI,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,DUDES9, ,DUDES,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0580,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DUDES9,FMG,DUDES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,DUDES9,FMG,FMG,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0120,0550, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DUDES9,LLC,DUDES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,DUDES9,LLC,ALPIN,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0580,0240,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DUDES9,LLC,LLC,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0180,0950, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DUDES9,MVA,DUDES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,DUDES9,MVA,MVA,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0770,1030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FTHIL2,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1678,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FTHIL2,RW16B,FTHIL,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FTHIL2,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3478,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FTHIL2,RW34B,FTHIL,K2,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FTHIL2,FRA,FTHIL,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FTHIL2,FRA,GRDOE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FTHIL2,FRA,FRA,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,RVRCT2,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3478,    ,+,00540,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,RVRCT2,RW34B,RVRCT,K2,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RVRCT2,KENNO,RVRCT,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,RVRCT2,KENNO,DOSCO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RVRCT2,KENNO,HAAMM,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,RVRCT2,KENNO,KENNO,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RVRCT2,MACUS,RVRCT,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
