APPCH:010,A,R18,COOKS,COOKS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,COOKS,FODBU,K5,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0796,0248,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,COOKS,VEVKY,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0927,0050,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,NEWTT,NEWTT,K5,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,NEWTT,VEVKY,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1884,0252,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,WEARS,WEARS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,WEARS,ODOWY,K5,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,2861,0186,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,WEARS,VEVKY,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2729,0050,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18, ,VEVKY,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18, ,JUSAS,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,1828,0061,+,02500,     ,     , ,   ,    ,   ,RW18,K5,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18, ,RW18,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1828,0052, ,00820,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1828,    ,+,01179,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18, ,VEVKY,K5,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18, ,VEVKY,K5,P,C,EE  ,R,020,HM, , , , , ,      ,    ,    ,1828,0040,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,S18,RBS,RBS,K5,D, ,V  A,R,   ,PI, ,RBS,K5,D, ,      ,0000,0000,3009,0100,+,02500,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,S18,RBS,RBS,K5,D, ,VE  , ,   ,CF, ,RBS,K5,D, ,      ,0000,0000,1659,0060,+,02500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,S,S18, ,RBS,K5,D, ,V  F, ,   ,IF, ,RBS,K5,D, ,      ,0000,0000,    ,    ,+,02500,     ,18000, ,   ,    ,   ,RBS,K5,D, , ,0,N,S;
APPCH:030,S,S18, ,RW18,K5,P,G,GY M, ,   ,CF, ,RBS,K5,D, ,      ,1659,0080,1659,0080, ,00819,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,S,S18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1659,    ,+,01179,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,S,S18, ,RBS,K5,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,S,S18, ,RBS,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1659,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
RWY:RW18 ,     ,      ,00777,R,    , ,   ;N40270525,W088073991,0800;
RWY:RW36 ,     ,      ,00755,D,    , ,   ;N40263948,W088073980,0000;
