SID:010,2,MID01E,RW01,DER01,EG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,VYL,EG,D, , , , , ;
SID:020,2,MID01E,RW01, , , , ,    , ,   ,CD, ,VYL,EG,D, ,      ,    ,    ,0080,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID01E,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0080,    ,+,00540,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MID01E,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MID01E,RW01,VYL,EG,D, ,V   , ,   ,FD, ,VYL,EG,D, ,      ,0000,0000,0470,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MID01E,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1280,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MID01E,RW01,D098T,EG,E,A,EE  , ,   ,CF, ,WAL,EG,D, ,      ,2512,0327,0980,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID01S,RW01,DER01,EG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,VYL,EG,D, , , , , ;
SID:020,2,MID01S,RW01, , , , ,    , ,   ,CD, ,VYL,EG,D, ,      ,    ,    ,0080,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID01S,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0080,    ,+,00540,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MID01S,RW01, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2080,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MID01S,RW01,D178T,EG,E,A,EE  , ,   ,CF, ,WAL,EG,D, ,      ,2406,0572,1780,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MID13E,RW13,DER13,EG,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,VYL,EG,D, , , , , ;
SID:020,2,MID13E,RW13, , , , ,    , ,   ,CD, ,VYL,EG,D, ,      ,    ,    ,1320,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MID13E,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MID13E,RW13,D098T,EG,E,A,EE  , ,   ,CF, ,WAL,EG,D, ,      ,2512,0327,0980,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
