APPCH:010,A,R05,AWISA,AWISA,K6,E,A,EE C,L,   ,HF, , , , , ,      ,    ,    ,0500,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R05, ,AWISA,K6,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R05, ,WOKUS,K6,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0500,0068,+,02000,     ,     , ,   ,    ,   ,RW05,K6,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R05, ,RW05,K6,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0490,0049, ,00432,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R05, ,AWISA,K6,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R05, ,AWISA,K6,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0500,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R23,DIRPE,DIRPE,K6,E,A,EE C,R,   ,HF, , , , , ,      ,    ,    ,2250,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R23, ,DIRPE,K6,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R23, ,ZURDA,K6,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2250,0052,+,02000,     ,     , ,   ,    ,   ,RW23,K6,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R23, ,RW23,K6,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,2290,0049, ,00434,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R23, ,WOKUS,K6,P,C,E M , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R23, ,AWISA,K6,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R23, ,AWISA,K6,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0500,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,VORA,GROOM,GROOM,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,2400,0040,+,02200,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VORA,SBJ,SBJ,K6,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,SBJ,FLING,K6,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,V,VORA, ,FLING,K6,P,C,E  I, ,   ,IF, ,SBJ,K6,D, ,      ,2396,0086,    ,    ,+,02400,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,GROOM,K6,P,C,E  F, ,   ,CF, ,SBJ,K6,D, ,      ,2396,0178,2400,0092,+,02200,     ,     , ,   ,    ,   ,SBJ,K6,D, , ,0, ,C;
APPCH:030,V,VORA, ,RW23,K6,P,G,G  M, ,   ,CF, ,SBJ,K6,D, ,      ,2396,0228,2400,0049, ,00438,     ,     , ,   ,-338,   , , , , , ,0, ,C;
APPCH:040,V,VORA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2400,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,GROOM,K6,P,C,E   ,R,   ,CF,Y,SBJ,K6,D, ,      ,2396,0178,0600,0059,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORA, ,GROOM,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2400,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW05 ,     ,      ,00392, ,    , ,   ;N40194726,W075073217,0000;
RWY:RW23 ,     ,      ,00394, ,    , ,   ;N40201082,W075070862,0000;
