SID:010,5,GEBN1C,RW33,DER33,LQ,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,MSR,LQ,D, , , , , ;
SID:020,5,GEBN1C,RW33, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3330,    ,+,00580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEBN1C,RW33,MO710,LQ,P,C,E   , ,010,CF, ,MSR,LQ,D, ,      ,3306,0116,3300,0095, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEBN1C,RW33,MO720,LQ,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GEBN1C,RW33,SEZAN,LQ,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:060,5,GEBN1C,RW33,GEBNI,LQ,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEBN1F,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1530,    ,+,00560,     ,10000, ,   ,    ,   ,MSR,LQ,D, , , , , ;
SID:020,5,GEBN1F,RW15,ARPED,LQ,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEBN1F,RW15,INTIT,LQ,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEBN1F,RW15,GEBNI,LQ,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEBN1K,RW15,DER15,LQ,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,MSR,LQ,D, , , , , ;
SID:020,2,GEBN1K,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1680,    ,+,00560,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GEBN1K,RW15, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2000,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
