SID:005,5,DONI3N,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,01100,     ,10000,-,230,    ,   ,LYBE,LY,P,A, , , , ;
SID:010,5,DONI3N,RW12B,BE201,LY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:020,5,DONI3N,RW12B,BE203,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DONI3N,RW12B,BE133,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,DONI3N,RW12B,DONIV,LY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,5,DONI3V,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,01100,     ,10000,-,230,    ,   ,LYBE,LY,P,A, , , , ;
SID:010,5,DONI3V,RW30B,BE401,LY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     ,-,230,    ,   , , , , , , , , ;
SID:020,5,DONI3V,RW30B,BE402,LY,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DONI3V,RW30B,BE404,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,DONI3V,RW30B,BE405,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,DONI3V,RW30B,DONIV,LY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,DONI3W,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,01100,     ,10000,-,230,    ,   ,LYBE,LY,P,A, , , , ;
SID:020,5,DONI3W,RW30B,BE403,LY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DONI3W,RW30B,BE405,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,DONI3W,RW30B,DONIV,LY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:020,2,DONI4G,RW12B,TUPKO,LY,P,C,E   , ,   ,CF, ,BGD,LY,D, ,      ,1174,0103,1180,0100,+,03000,     ,10000, ,   ,    ,   ,BGD,LY,D, , , , , ;
SID:030,2,DONI4G,RW12B,D118Y,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DONI4G,RW12B, , , , ,    , ,   ,CD, ,VAL,LY,D, ,      ,    ,    ,0640,0567, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DONI4G,RW12B,DONIV,LY,E,A,EEC , ,   ,CF, ,VAC,LY,D, ,      ,1891,0241,0090,0040,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DONI4H,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,01100,     ,10000, ,   ,    ,   ,BGD,LY,D, , , , , ;
SID:020,2,DONI4H,RW30B,OBR,LY,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,2,DONI4H,RW30B, , , , ,    , ,   ,CD, ,TPL,LY,D, ,      ,    ,    ,1340,0268,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DONI4H,RW30B,OTKIN,LY,P,C,E   , ,   ,CF, ,VAL,LY,D, ,      ,0637,0438,0640,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DONI4H,RW30B, , , , ,    , ,   ,CD, ,VAL,LY,D, ,      ,    ,    ,0640,0567, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DONI4H,RW30B,DONIV,LY,E,A,EEC , ,   ,CF, ,TPL,LY,D, ,      ,0216,0407,0090,0050,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DONI4J,RW30B,D296I,LY,P,C,EY  , ,   ,CF, ,BGD,LY,D, ,      ,2960,0087,2960,0080,+,03000,     ,10000, ,   ,    ,   ,BGD,LY,D, , , , , ;
SID:020,2,DONI4J,RW30B,PA,LY,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DONI4J,RW30B,DONIV,LY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,PELO3F,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,01100,     ,10000,-,230,    ,   ,LYBE,LY,P,A, , , , ;
SID:010,5,PELO3F,RW12B,BE201,LY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:020,5,PELO3F,RW12B,BE203,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,PELO3F,RW12B,PELOV,LY,E,A,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,TADA3G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,01100,     ,10000,-,230,    ,   ,LYBE,LY,P,A, , , , ;
SID:020,5,TADA3G,RW12B,BE204,LY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,TADA3G,RW12B,BE208,LY,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,TADA3G,RW12B,BE209,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,TADA3G,RW12B,GULBU,LY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
