APPCH:010,A,R36,UJAYU,UJAYU,K4,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0053,0040,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R36, ,UJAYU,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R36, ,CELAM,K4,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0053,0070,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R36, ,WIVAP,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0053,0032,V,01080,01082,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R36, ,RW36,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0053,0016, ,00573,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R36, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0053,    ,+,00860,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R36, ,JUVOT,K4,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R36, ,JUVOT,K4,P,C,EE  ,L,   ,HM, , , , , ,      ,    ,    ,0053,0040,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW18 ,     ,      ,00544,D,    , ,   ;N31385266,W096304739,0000;
RWY:RW36 ,     ,      ,00533,D,    , ,   ;N31380383,W096305672,0000;
