SID:010,5,ALAG3F,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,ALAG3F,RW10,FR621,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALAG3F,RW10,ALAGU,LP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMSE7E,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,AMSE7E,RW10, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMSE7E,RW10,AMSEL,LP,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,1769,0629,1770,0570, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMSE7U,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,AMSE7U,RW28, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMSE7U,RW28,AMSEL,LP,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,1769,0629,1770,0600, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BARO7E,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,BARO7E,RW10, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,BARO7E,RW10,VFA,LP,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BARO7E,RW10,BAROK,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BARO7U,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,BARO7U,RW28, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,BARO7U,RW28,VFA,LP,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BARO7U,RW28,BAROK,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVUR1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,EVUR1V,RW28,EVURA,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIMA3F,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,GIMA3F,RW10,FR624,LP,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GIMA3F,RW10,GIMAL,LP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IXOL1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,IXOL1V,RW28,IXOLI,LP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NART7E,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,NART7E,RW10, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,NART7E,RW10,VFA,LP,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NART7E,RW10,NARTA,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NART7U,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:015,2,NART7U,RW28, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,NART7U,RW28,VFA,LP,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NART7U,RW28,NARTA,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIRA3F,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,NIRA3F,RW10,FR621,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIRA3F,RW10,NIRAK,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODEM1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,ODEM1V,RW28,FR622,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODEM1V,RW28,ODEMI,LP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEM2S,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,ODEM2S,RW28,VFA,LP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODEM2S,RW28,ODEMI,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODEM3F,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,ODEM3F,RW10,FR624,LP,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODEM3F,RW10,FR619,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODEM3F,RW10,FR620,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ODEM3F,RW10,ODEMI,LP,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODEM3G,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,ODEM3G,RW10,FR621,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODEM3G,RW10,ODEMI,LP,E,A,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEM7E,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,ODEM7E,RW10,VFA,LP,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODEM7E,RW10,ODEMI,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ODEM9U,RW28, , , , ,    , ,   ,VD, ,VFA,LP,D, ,      ,    ,    ,2820,0040,+,03000,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,ODEM9U,RW28, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ODEM9U,RW28,ODEMI,LP,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,3271,0350,3280,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORTO7E,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,ORTO7E,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ORTO7E,RW10,ORTOP,LE,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,1550,0657,1550,0630, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORTO7U,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,ORTO7U,RW28, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ORTO7U,RW28,ORTOP,LE,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,1550,0657,1550,0610, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSLA1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,OSLA1V,RW28,OSLAD,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSLA3F,RW10,FR611,LP,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,OSLA3F,RW10,FR624,LP,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OSLA3F,RW10,OSLAD,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOTE1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,SOTE1V,RW28,FR623,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOTE1V,RW28,SOTEX,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUPI1V,RW28,FR612,LP,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,5,TUPI1V,RW28,FR613,LP,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TUPI1V,RW28,FR614,LP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TUPI1V,RW28,TUPIX,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XAPA7L,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:015,2,XAPA7L,RW10, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,XAPA7L,RW10,XAPAS,LP,E,A,EEC , ,   ,CF, ,VFA,LP,D, ,      ,0030,0350,0030,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XAPA7V,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
SID:020,2,XAPA7V,RW28,VFA,LP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,XAPA7V,RW28,XAPAS,LP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XAPA9E,RW10, , , , ,    , ,   ,VD, ,VFA,LP,D, ,      ,    ,    ,1020,0040,+,03000,     ,04000, ,   ,    ,   ,VFA,LP,D, , , , , ;
