APPCH:010,A,R20,LO402,LO402,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,LO402,ILO20,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R20,LO404,LO404,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,LO404,ILO20,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R20,SN,SN,LF,D,B,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,05000,03700,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,SN,ILO20,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,R,R20, ,ILO20,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,R,R20, ,FLO20,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1950,0055, ,02900,     ,     ,-,160,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R20, ,RW20,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1950,0050, ,01117,     ,     , ,   ,-340,   , , , , , ,B,J,S;
APPCH:040,R,R20, ,LO410,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R20, ,SN,LF,D,B,EE H,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,160,    ,   , , , , , ,B,J,S;
APPCH:010,A,V20,SN,SN,LF,D,B,E  C,L,   ,HF, , , , , ,      ,    ,    ,3260,T010,+,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,V20,SN,SN,LF,D,B,EY  , ,   ,FC, ,ROA,LF,D, ,      ,0178,0150,3260,0005, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,V20,SN, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1460,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,V20,SN,RNN,LF,D,B,EE  , ,   ,CF, ,ROA,LF,D, ,      ,0243,0036,2040,0080, ,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,V,V20, ,RNN,LF,D,B,E  F, ,   ,IF, ,ROA,LF,D, ,      ,0243,0036,    ,    , ,02400,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0, ,S;
APPCH:030,V,V20, ,RW20,LF,P,G,G  M, ,   ,CF, ,ROA,LF,D, ,      ,0432,0003,2040,0033, ,01117,     ,     , ,   ,-360,   , , , , , ,0, ,S;
APPCH:040,V,V20, ,ROA,LF,D, ,VYM , ,   ,CF, ,ROA,LF,D, ,      ,0000,0000,2040,0003,+,01510,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,V,V20, ,RNN,LF,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     ,-,170,    ,   , , , , , ,0, ,S;
APPCH:060,V,V20, ,SN,LF,D,B,EE  , ,   ,CF, ,ROA,LF,D, ,      ,0178,0150,0170,0115, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW02 ,     ,      ,01099, ,    , ,   ;N46030721,E003595753,0991;
RWY:RW20 ,     ,      ,01068, ,    , ,   ;N46034368,E004001283,0000;
