SID:010,5,ASOS3A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,ASOS3A,RW21,ASOSI,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASOS3B,RW03, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0330,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,ASOS3B,RW03,ASOSI,SE,E,A,EEC ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASOSI2,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00300,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,ASOSI2,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0030,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASOSI2,RW03, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASOSI2,RW03,ASOSI,SE,E,A,EEC , ,   ,CF, ,GYV,SE,D, ,      ,2672,0400,2550,0370,+,FL040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIVA2A,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00300,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,BIVA2A,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0030,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIVA2A,RW03,BIVAN,SE,E,A,EEC , ,   ,CF, ,GYV,SE,D, ,      ,0351,0399,0360,0370,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIVA2B,RW03, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0330,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,BIVA2B,RW03,BIVAN,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIVAN1,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,BIVAN1,RW21,SIDEV,SE,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIVAN1,RW21,BIVAN,SE,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIVAN1,RW21,GU201,SE,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BIVAN1,RW21,AKPOT,SE,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAKA2A,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00300,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,DAKA2A,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0030,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAKA2A,RW03,DAKAB,SE,E,A,EEC , ,   ,CF, ,GYV,SE,D, ,      ,0215,0398,0200,0370,+,FL030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DALU2A,RW03, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0330,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,DALU2A,RW03,DALUD,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DALUD2,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00300,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,DALUD2,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0030,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DALUD2,RW03,DALUD,SE,E,A,EEC , ,   ,CF, ,GYV,SE,D, ,      ,0026,0398,3590,0370,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EVRE2A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,EVRE2A,RW21,EVRED,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EVRED4,RW21, , , , ,    , ,   ,CD, ,GYV,SE,D, ,      ,    ,    ,2130,0050,+,00500,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,EVRED4,RW21,D175J,SE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EVRED4,RW21,EVRED,SE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GYV3,RW21, , , , ,    , ,   ,CD, ,GYV,SE,D, ,      ,    ,    ,2130,0050,+,00500,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,GYV3,RW21,D165E,SE,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GYV3,RW21,GYV,SE,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIMIT2,RW03, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0330,    ,+,02000,     ,03000,-,210,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,MIMIT2,RW03,MIMIT,SE,P,C,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,6,MIMIT2,EVRED,MIMIT,SE,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,6,MIMIT2,EVRED,EVRED,SE,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,MIMIT2,PUNAS,MIMIT,SE,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,6,MIMIT2,PUNAS,PUNAS,SE,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PUNA2A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,PUNA2A,RW21,PUNAS,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PUNAS4,RW21, , , , ,    , ,   ,CD, ,GYV,SE,D, ,      ,    ,    ,2130,0050,+,00500,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,PUNAS4,RW21,D189H,SE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PUNAS4,RW21,PUNAS,SE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,REGAP2,RW21, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,2130,    ,+,01500,     ,03000,-,230,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,REGAP2,RW21,REGAP,SE,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,REGAP2,RW21,USOGI,SE,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,REGAP2,RW21,PAMIS,SE,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RENA2A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,RENA2A,RW21,RENAR,SE,E,A,EEC ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RENA2B,RW03, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0330,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,RENA2B,RW03,RENAR,SE,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RENAR2,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00300,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,RENAR2,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0030,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RENAR2,RW03,RENAR,SE,E,A,EEC , ,   ,CF, ,GYV,SE,D, ,      ,3282,0401,3200,0380,+,FL040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOL2A,RW03,GYV,SE,D, ,V C , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,SOL2A,RW03,GYV,SE,D, ,V   , ,   ,FD, ,GYV,SE,D, ,      ,0000,0000,0320,0010,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOL2A,RW03,D319E,SE,P,C,E   ,L,   ,CF,Y,GYV,SE,D, ,      ,3190,0058,2210,0010,+,01300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SOL2A,RW03,D261H,SE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SOL2A,RW03,SOL,SE,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOL3,RW21, , , , ,    , ,   ,CD, ,GYV,SE,D, ,      ,    ,    ,2130,0050,+,00500,     ,03000, ,   ,    ,   ,GYV,SE,D, , , , , ;
SID:020,2,SOL3,RW21,SOL,SE,D,B,EEC , ,   ,CF, ,GYV,SE,D, ,      ,2461,0141,2610,0110,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TOLAV2,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
SID:020,5,TOLAV2,RW21,TOLAV,SE,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOLAV2,RW21,KIMEG,SE,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TOLAV2,RW21,UGUPI,SE,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USOGI1,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,02000,     ,03000, ,   ,    ,   ,SEGU,SE,P,A, , , , ;
