APPCH:010,A,R01,KSCSE,KSCSE,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01,KSCSE,KSCSI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R01,KSCSG,KSCSG,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01,KSCSG,KSCSI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R01,KSCSJ,KSCSJ,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01,KSCSJ,KSCSI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R01, ,KSCSI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R01, ,KSCSF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0140,0050,+,01620,     ,     , ,   ,    ,   ,YKSC,YM,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R01, ,RW01,YM,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0140,0048, ,00074,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R01, ,KSCSH,YM,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R01, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,0140,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,KSCNA,KSCNA,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,KSCNA,KSCNI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,KSCNC,KSCNC,YM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,KSCNC,KSCNI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,KSCND,KSCND,YM,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,KSCND,KSCNI,YM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R19, ,KSCNI,YM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R19, ,KSCNF,YM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1940,0050,+,01730,     ,     , ,   ,    ,   ,YKSC,YM,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R19, ,RW19,YM,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1940,0052, ,00071,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R19, ,KSCNH,YM,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R19, , , , , , E  , ,010,CA, , , , , ,      ,    ,    ,1940,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW01 ,     ,      ,00024, ,    , ,   ;S35432509,E137311826,0000;
RWY:RW06 ,-0100,      ,00024, ,    , ,   ;S35425348,E137310064,0000;
RWY:RW15 ,     ,      ,00022, ,    , ,   ;S35423368,E137310446,0000;
RWY:RW19 ,     ,      ,00021, ,    , ,   ;S35423025,E137314454,0000;
RWY:RW24 ,     ,      ,00020, ,    , ,   ;S35423873,E137314199,0000;
RWY:RW33 ,     ,      ,00021, ,    , ,   ;S35431482,E137312652,0000;
