SID:010,2,AGMU6C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,AGMU6C,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGMU6C,RW05,AGMUR,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,2904,0421,2900,0350,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGMU6D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,AGMU6D,RW23, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGMU6D,RW23,AGMUR,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,2904,0421,2900,0390,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMRE6C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,AMRE6C,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMRE6C,RW05,AMREK,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,0201,0443,0200,0380,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMRE6D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,AMRE6D,RW23, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMRE6D,RW23,AMREK,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,0201,0443,0200,0380,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BADA6C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,BADA6C,RW05, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BADA6C,RW05,BADAS,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,2378,0451,2370,0430,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BADA6D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,BADA6D,RW23,BADAS,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,2378,0451,2370,0440,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKA6C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01500,     ,10000, ,   ,    ,   ,KZO,UA,D, , , , , ;
SID:020,2,DIKA6C,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKA6C,RW05,DIKAM,UA,E,A,EE  , ,   ,CF, ,KZO,UA,D, ,      ,0890,0446,0890,0370,B,FL140,04000,     , ,   ,    ,   , , , , , , , , ;
