SID:010,5,GB1P,RW10,GB408,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,00600,     ,13000, ,   ,    ,   ,GB401,NZ,P,C, , , , ;
SID:020,5,GB1P,RW10,UDUMA,NZ,E,A,EY  , ,   ,CF, ,WP,NZ,D, ,      ,0344,0570,0620,0042, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GB1P,RW10,DOSTU,NZ,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,RNVB,LUVOG,LUVOG,NZ,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,LUVOG,OMGET,NZ,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,OMGET,OMGET,NZ,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,2510,T010,+,02000,     ,15000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,VARSI,VARSI,NZ,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,VARSI,OMGET,NZ,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,OMGET,NZ,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,15000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,AVKIN,NZ,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2510,0040,+,01600,     ,     , ,   ,    ,   ,GB401,NZ,P,C, ,B,J,C;
APPCH:030,R,RNVB, ,GB678,NZ,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2510,0030, ,00640,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, ,OMGET,NZ,P,C,E M ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,135,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,OMGET,NZ,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2510,T010,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW06 ,-0390,      ,00021, ,    , ,   ;S36143024,E175275904,0000;
RWY:RW10 ,-0280,      ,00021, ,    , ,   ;S36141967,E175275051,0000;
RWY:RW24 ,+0390,      ,00013, ,    , ,   ;S36142807,E175281969,0000;
RWY:RW28 ,+0280,      ,00014, ,    , ,   ;S36143517,E175282269,0000;
