SID:010,5,LADA1P,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,LADA1P,RW03,RZ051,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,0280,0040,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LADA1P,RW03,RZ054,ED,E,A,E   , ,   ,CF, ,ZWN,ED,D, ,      ,0804,0112,1140,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LADA1P,RW03,LADAT,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LADA5G,RW03,ZWN,ED,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,ZWN,ED,D, , , , , ;
SID:030,2,LADA5G,RW03, , , , ,    , ,   ,CD, ,ZWN,ED,D, ,      ,    ,    ,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LADA5G,RW03, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LADA5G,RW03,LADAT,ED,E,A,EE  , ,   ,CF, ,ZWN,ED,D, ,      ,0804,0167,0810,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PIRE1P,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,PIRE1P,RW03,RZ051,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,0280,0040,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PIRE1P,RW03,RZ055,ED,E,A,E   ,R,   ,CF, ,ZWN,ED,D, ,      ,1020,0118,1380,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PIRE1P,RW03,PIREK,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,PIRE5G,RW03,ZWN,ED,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,ZWN,ED,D, , , , , ;
SID:030,2,PIRE5G,RW03, , , , ,    , ,   ,CD, ,ZWN,ED,D, ,      ,    ,    ,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIRE5G,RW03, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,PIRE5G,RW03,PIREK,ED,E,A,EE  , ,   ,CF, ,ZWN,ED,D, ,      ,1020,0138,1020,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SARI1P,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,SARI1P,RW03,RZ050,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,0280,0013,0280,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SARI1P,RW03,RZ056,ED,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,SARI1P,RW03,RZ057,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SARI1P,RW03,SARRI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SARI1R,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,SARI1R,RW21,RZ060,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0040,2080,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SARI1R,RW21,SARRI,ED,E,A,EE  ,R,   ,CF, ,ZWN,ED,D, ,      ,2651,0118,2980,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TOMP1P,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,TOMP1P,RW03,RZ050,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,0280,0013,0280,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOMP1P,RW03,RZ056,ED,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TOMP1P,RW03,RZ057,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TOMP1P,RW03,TOMPI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,TOMP1R,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,TOMP1R,RW21,RZ061,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0070,2080,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TOMP1R,RW21,SARRI,ED,E,A,E   ,R,   ,CF, ,ZWN,ED,D, ,      ,2651,0118,3210,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TOMP1R,RW21,TOMPI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,TOMP6G,RW03,ZWN,ED,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,ZWN,ED,D, , , , , ;
SID:030,2,TOMP6G,RW03, , , , ,    , ,   ,CD, ,ZWN,ED,D, ,      ,    ,    ,0280,0013, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TOMP6G,RW03, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2440,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,TOMP6G,RW03,TOMPI,ED,E,A,EE  , ,   ,CF, ,ZWN,ED,D, ,      ,3028,0172,3030,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ZWN1R,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2080,    ,+,01600,     ,05000, ,   ,    ,   ,EDRZ,ED,P,A, , , , ;
SID:020,5,ZWN1R,RW21,RZ061,ED,E,A,EY  , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0070,2080,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ZWN1R,RW21,ZWN,ED,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ZWN5D,RW21, , , , ,    , ,   ,CD, ,ZWN,ED,D, ,      ,    ,    ,2080,0070, ,     ,     ,05000, ,   ,    ,   ,ZWN,ED,D, , , , , ;
SID:040,2,ZWN5D,RW21,ZWN,ED,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D03,ZWN1,ZWN,ED,D, ,V  C, ,   ,FD, ,ZWN,ED,D, ,      ,0000,0000,2240,0119,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03,ZWN1,FD03,ED,P,C,EE  ,L,   ,CF,Y,ZWN,ED,D, ,      ,2080,0109,0280,0010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D03,ZWN2,ZWN,ED,D, ,V  C, ,   ,FD, ,ZWN,ED,D, ,      ,0000,0000,2160,0119,+,04000,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03,ZWN2,FD03,ED,P,C,EE  ,L,   ,CF,Y,ZWN,ED,D, ,      ,2080,0109,0280,0010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03, ,FD03,ED,P,C,E  F, ,   ,IF, ,ZWN,ED,D, ,      ,2080,0109,    ,    ,+,04000,     ,     , ,   ,    ,   ,ZWN,ED,D, , ,0, ,S;
APPCH:023,D,D03, ,80VOR,ED,P,C,E S , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0080,0280,0029,+,03090,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:027,D,D03, ,56VOR,ED,P,C,E S , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0056,0280,0024,+,02330,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D03, ,MD03,ED,P,C,E  M, ,   ,CF, ,ZWN,ED,D, ,      ,2080,0025,0280,0031, ,01337,     ,     , ,   ,-300,   , , , , , ,0, ,S;
