SID:010,2,BAMU1A,RW08B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,02100,     ,06000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:020,2,BAMU1A,RW08B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMU1A,RW08B,SR,UT,D,B,E C , ,   ,CF, ,TKT,UT,D, ,      ,1934,0044,2560,0070,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BAMU1A,RW08B,OSDAK,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BAMU1A,RW08B,UMRIR,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BAMU1A,RW08B,BAMUT,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMU1B,RW26B,OSDAK,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2567,0066,2560,0080,B,05000,03000,06000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:015,2,BAMU1B,RW26B,UMRIR,UT,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BAMU1B,RW26B,BAMUT,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DODU1A,RW08B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,02100,     ,06000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:020,2,DODU1A,RW08B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DODU1A,RW08B,SR,UT,D,B,E C , ,   ,CF, ,TKT,UT,D, ,      ,1934,0044,2560,0070,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
