SID:010,5,BULO2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BULO2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BULO2A,RW22,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BULO2A,RW22,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BULO2A,RW22,BULOL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUSI2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BUSI2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BUSI2A,RW22,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUSI2A,RW22,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUSI2A,RW22,BULOL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUSI2A,RW22,BUSIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESAP2A,RW22,SOCOF,LF,E,A,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500,-,180,    ,   , , , , , , , , ;
SID:030,5,ESAP2A,RW22,LP620,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,180,    ,   , , , , , , , , ;
SID:040,5,ESAP2A,RW22,ESAPI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,5,LSE2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,LSE2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,LSE2A,RW22,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LSE2A,RW22,GIRED,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LSE2A,RW22,LSE,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LTP2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,LSE,LF,D, ,      ,0775,0396,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,LTP2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,LTP2A,RW22,LTP,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODIK2A,RW22,SOCOF,LF,E,A,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500,-,180,    ,   , , , , , , , , ;
SID:030,5,ODIK2A,RW22,LP610,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,180,    ,   , , , , , , , , ;
SID:040,5,ODIK2A,RW22,ODIKI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     ,-,200,    ,   , , , , , , , , ;
SID:020,5,PAS2A,RW22,SOCOF,LF,E,A,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500,-,180,    ,   , , , , , , , , ;
SID:060,5,PAS2A,RW22,PAS,LS,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,5,PIRU2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,PIRU2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PIRU2A,RW22,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PIRU2A,RW22,KENZO,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PIRU2A,RW22,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PIRU2A,RW22,PIRUV,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,210,    ,   , , , , , , , , ;
SID:020,5,ROMA2A,RW22,SOCOF,LF,E,A,E   , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:030,5,ROMA2A,RW22,TOLNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ROMA2A,RW22,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ROMA2A,RW22,GIRED,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ROMA2A,RW22,ROMAM,LF,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VENA2A,RW22,SOCOF,LF,E,A,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0942,0111,2170,0050, ,     ,     ,06500,-,180,    ,   , , , , , , , , ;
SID:030,5,VENA2A,RW22,LP610,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,180,    ,   , , , , , , , , ;
SID:040,5,VENA2A,RW22,VENAT,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AMVA1P,ALL,AMVAR,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,AMVA1P,ALL,OSMAS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:050,5,AMVA1P,ALL,GOMET,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,AMVA1P,ALL,LTP,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,AMVA1P,ALL,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,AMVA1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:090,5,AMVA1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LTP1A,ALL,LTP,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,LTP1A,ALL,TOLNA,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MEBA1P,ALL,MEBAK,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,MEBA1P,ALL,LSE,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,MEBA1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,MEBA1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
