APPCH:010,A,RNV-B,APOCO,APOCO,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-B,APOCO,BACAP,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2535,0060,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-B,BACAP,BACAP,K6,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1634,0050,+,04300,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-B,DIPEY,DIPEY,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-B,DIPEY,BACAP,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0733,0060,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNV-B, ,BACAP,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNV-B, ,CADEL,K6,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,1634,0060,+,03400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNV-B, ,GASPE,K6,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,1634,0060, ,02280,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNV-B, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1634,    ,+,01428,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNV-B, ,BACAP,K6,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNV-B, ,BACAP,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1634,0050,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW14W,     ,      ,01028,D,    , ,   ;N45284858,W069365933,0000;
RWY:RW18W,     ,      ,01028,D,    , ,   ;N45284694,W069361304,0000;
RWY:RW32W,     ,      ,01028,D,    , ,   ;N45281719,W069354792,0000;
RWY:RW36W,     ,      ,01028,D,    , ,   ;N45280000,W069355136,0000;
