SID:010,4,BNGLE5,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0960,    ,+,01400,     ,18000, ,   ,    ,   ,KCVG,K5,P,A, , , , ;
SID:020,4,BNGLE5,RW09,KINNG,K5,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BNGLE5,RW09,LUBYI,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGLE5,RW09,BNGLE,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGLE5,RW18C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1860,    ,+,01400,     ,18000, ,   ,    ,   ,KCVG,K5,P,A, , , , ;
SID:020,4,BNGLE5,RW18C,FLOEE,K5,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGLE5,RW18C,MIPIE,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGLE5,RW18C,HERMM,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGLE5,RW18C,AMMOT,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BNGLE5,RW18C,BNGLE,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGLE5,RW18L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1860,    , ,     ,     ,18000, ,   ,    ,   ,KCVG,K5,P,A, , , , ;
SID:030,4,BNGLE5,RW18L,LASNG,K5,P,C,E   , ,   ,CF, ,APE,K5,D, ,      ,2396,1187,1720,0034, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGLE5,RW18L,CODKO,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGLE5,RW18L,JBETH,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BNGLE5,RW18L,FOPAS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,4,BNGLE5,RW18L,LUBYI,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,BNGLE5,RW18L,BNGLE,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGLE5,RW18R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1860,    , ,     ,     ,18000, ,   ,    ,   ,KCVG,K5,P,A, , , , ;
SID:020,4,BNGLE5,RW18R,FANSA,K5,P,C,E   , ,   ,CF, ,APE,K5,D, ,      ,2406,1219,2050,0041, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BNGLE5,RW18R,MIPIE,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BNGLE5,RW18R,HERMM,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BNGLE5,RW18R,AMMOT,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BNGLE5,RW18R,BNGLE,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BNGLE5,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2760,    ,+,01400,     ,18000, ,   ,    ,   ,KCVG,K5,P,A, , , , ;
