APPCH:010,A,R07,CVV,CVV,K1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R07,CVV,LUCRI,K1,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,2542,0082,+,02600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R07,CVV,LUCRI,K1,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0711,0040,+,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R07,ISLND,ISLND,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R07,ISLND,ICILA,K1,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,2588,0097,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R07,ISLND,LUCRI,K1,P,C,EE B,L,010,TF,Y, , , , ,      ,    ,    ,1609,0112,+,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R07,ORCUS,ORCUS,K1,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R07,ORCUS,LUCRI,K1,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1054,0098,+,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R07,WATTR,WATTR,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R07,WATTR,LUCRI,K1,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,3455,0068,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R07,WATTR,LUCRI,K1,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0711,0040,+,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R07, ,LUCRI,K1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01800,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R07, ,JEKPO,K1,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0711,0059,+,01500,     ,     , ,   ,    ,   ,VUCUS,K1,P,C, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R07, ,VUCUS,K1,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0712,0040, ,00620,     ,     , ,   , 000,   , , , , , ,B,J,S;
APPCH:040,R,R07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0712,    ,+,00593,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R07, ,CVV,K1,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R07, ,CVV,K1,D, ,VE  ,L,   ,HM, , , , , ,      ,    ,    ,3463,0050,+,03400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW07 ,     ,      ,00136,D,    , ,   ;N48150554,W122404185,0507;
RWY:RW25 ,     ,      ,00193,D,    , ,   ;N48150541,W122400111,0000;
