SID:010,2,ALBAT1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1060,    ,+,00550,     ,03500, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALBAT1,RW11,IRJ,S1,D, ,V   , ,   ,FA, ,IRJ,S1,D, ,      ,0000,0000,1080,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALBAT1,RW11, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALBAT1,RW11,IRJ,S1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALBAT1,RW11,KRILL,SC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EIKEN1,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2860,    ,+,01000,     ,03500, ,   ,    ,   , , , , , , , , ;
SID:020,2,EIKEN1,RW29,IRJ,S1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EIKEN1,RW29,KRILL,SC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PAMES1,ALL,KRILL,SC,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,PAMES1,ALL,IRJ45,S1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PAMES1,ALL,IRJ23,S1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PAMES1,ALL, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1290,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,PAMES1,ALL,D283T,S1,P,C,E   ,L,   ,AF, ,IRJ,S1,D, ,      ,2830,0200,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,PAMES1,ALL,PAMES,S1,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PULAP1,ALL,KRILL,SC,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,PULAP1,ALL,IRJ30,S1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PULAP1,ALL,IRJ20,S1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PULAP1,ALL,IRJ,S1,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,PULAP1,ALL,PULAP,S1,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D11,PAMES,PAMES,S1,P,C,E CH,R,   ,HF, , , , , ,      ,    ,    ,1030,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,PAMES,CF11,S1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D11, ,CF11,S1,P,C,E  I, ,   ,IF, ,IRJ,S1,D, ,      ,2833,0100,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D11, ,FF11,S1,P,C,E  F, ,   ,CF, ,IRJ,S1,D, ,      ,2833,0050,1030,0050,+,01500,     ,     , ,   ,    ,   ,IRJ,S1,D, , ,0, ,S;
APPCH:030,D,D11, ,RW11,S1,P,G,G  M, ,   ,CF, ,IRJ,S1,D, ,      ,2789,0005,1030,0045, ,00192,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D11, ,IRJ,S1,D, ,VYM , ,   ,CF, ,IRJ,S1,D, ,      ,0000,0000,1030,0005, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D11, , , , , , E  , ,   ,CA, , , , , ,      ,    ,    ,1030,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29-Z,PULAP,PULAP,S1,P,C,E CH,R,   ,HF, , , , , ,      ,    ,    ,2880,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Z,PULAP,CF29,S1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29-Z, ,CF29,S1,P,C,E  I, ,   ,IF, ,IRJ,S1,D, ,      ,1083,0100,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29-Z, ,FF29,S1,P,C,E  F, ,   ,CF, ,IRJ,S1,D, ,      ,1083,0050,2880,0050,+,01500,     ,     , ,   ,    ,   ,IRJ,S1,D, , ,0, ,S;
APPCH:030,D,D29-Z, ,RW29,S1,P,G,G  M, ,   ,CF, ,IRJ,S1,D, ,      ,1192,0003,2880,0047, ,00177,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29-Z, ,IRJ,S1,D, ,VYM , ,   ,CF, ,IRJ,S1,D, ,      ,0000,0000,2880,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29-Z, , , , , , E  , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S29-Y,IRJ,IRJ,S1,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S29-Y,IRJ,IRJ,S1,D, ,VY  , ,   ,FC, ,IRJ,S1,D, ,      ,0000,0000,1260,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S29-Y,IRJ,FS29,S1,P,C,EE  ,L,   ,CF,Y,IRJ,S1,D, ,      ,1080,0060,2880,0010,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S29-Y, ,FS29,S1,P,C,E  F, ,   ,IF, ,IRJ,S1,D, ,      ,1080,0060,    ,    ,+,02000,     ,     , ,   ,    ,   ,IRJ,S1,D, , ,0, ,S;
APPCH:030,S,S29-Y, ,RW29,S1,P,G,G  M, ,   ,CF, ,IRJ,S1,D, ,      ,1192,0003,2880,0057, ,00177,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S29-Y, ,IRJ,S1,D, ,V M , ,   ,CF, ,IRJ,S1,D, ,      ,0000,0000,2880,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S29-Y, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S29-Y, ,IRJ,S1,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S29-Y, ,IRJ,S1,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,1260,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW11 ,     ,      ,00142, ,    , ,   ;S62111768,W058595205,0000;
RWY:RW29 ,+0400,      ,00127, ,    , ,   ;S62113666,W058583255,0000;
