APPCH:010,A,D06,D105O,D105O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D06,D105O,D236O,SA,P,C,EY  ,R,   ,AF, ,RYD,SA,D, ,      ,2360,0150,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D06,D105O,CD06,SA,P,C,EE  , ,   ,CF, ,RYD,SA,D, ,      ,2440,0090,0640,0060,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D06,D204O,D204O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D06,D204O,D236O,SA,P,C,EY  ,R,   ,AF, ,RYD,SA,D, ,      ,2360,0150,2040,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D06,D204O,CD06,SA,P,C,EE  , ,   ,CF, ,RYD,SA,D, ,      ,2440,0090,0640,0060,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D06,D288O,D288O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D06,D288O,D252O,SA,P,C,EY  ,L,   ,AF, ,RYD,SA,D, ,      ,2520,0150,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D06,D288O,CD06,SA,P,C,EE  , ,   ,CF, ,RYD,SA,D, ,      ,2440,0090,0640,0060,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D06,RYD,RYD,SA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D06,RYD,RYD,SA,D, ,V   , ,   ,FD, ,RYD,SA,D, ,      ,0000,0000,2280,0090,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D06,RYD,CD06,SA,P,C,EE  ,R,   ,CF,Y,RYD,SA,D, ,      ,2440,0090,0640,0010,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D06, ,CD06,SA,P,C,E  I, ,   ,IF, ,RYD,SA,D, ,      ,2440,0090,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D06, ,FD06,SA,P,C,E  F, ,   ,CF, ,RYD,SA,D, ,      ,2440,0075,0640,0015,+,03900,     ,     , ,   ,    ,   ,RYD,SA,D, , ,0, ,S;
APPCH:025,D,D06, ,45VOR,SA,P,C,E S , ,   ,CF, ,RYD,SA,D, ,      ,2440,0045,0640,0030,+,02680,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D06, ,MD06,SA,P,C,E  M, ,   ,CF, ,RYD,SA,D, ,      ,2440,0012,0640,0033, ,01899,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D06, , , , , , EM , ,   ,CA, , , , , ,      ,    ,    ,0640,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I06,D105O,D105O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,D105O,D240O,SA,P,C,E   ,R,   ,AF, ,RYD,SA,D, ,      ,2399,0150,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,D105O,D240I,SA,P,C,E   , ,   ,CF, ,RYD,SA,D, ,      ,2400,0090,0600,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I06,D105O,CI06,SA,P,C,EE B, ,   ,CF, ,RY,SA,P,I,      ,2395,0086,0600,0015,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,D204O,D204O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,D204O,D240O,SA,P,C,E   ,R,   ,AF, ,RYD,SA,D, ,      ,2399,0150,2040,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,D204O,D240I,SA,P,C,E   , ,   ,CF, ,RYD,SA,D, ,      ,2400,0090,0600,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I06,D204O,CI06,SA,P,C,EE B, ,   ,CF, ,RY,SA,P,I,      ,2395,0086,0600,0015,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,D288O,D288O,SA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,D288O,D240O,SA,P,C,E   ,L,   ,AF, ,RYD,SA,D, ,      ,2399,0150,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,D288O,D240I,SA,P,C,E   , ,   ,CF, ,RYD,SA,D, ,      ,2400,0090,0600,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I06,D288O,CI06,SA,P,C,EE B, ,   ,CF, ,RY,SA,P,I,      ,2395,0086,0600,0015,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,RYD1,RYD,SA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,RYD1,RYD,SA,D, ,V   , ,   ,FD, ,RYD,SA,D, ,      ,0000,0000,2150,0075,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,RYD1,CI06,SA,P,C,EE B,R,   ,CF,Y,RY,SA,P,I,      ,2395,0086,0600,0010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06,RYD2,RYD,SA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06,RYD2,RYD,SA,D, ,V   , ,   ,FD, ,RYD,SA,D, ,      ,0000,0000,2180,0075,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06,RYD2,CI06,SA,P,C,EE B,R,   ,CF,Y,RY,SA,P,I,      ,2395,0086,0600,0010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I06, ,CI06,SA,P,C,E  I, ,   ,IF, ,RY,SA,P,I,      ,2395,0086,    ,    ,J,03000,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I06, ,FI06,SA,P,C,E  F, ,   ,CF, ,RY,SA,P,I,      ,2395,0065,0600,0021,H,03000,03000,     , ,   ,-250,   ,RYD,SA,D, , ,0,D,S;
APPCH:030,I,I06, ,RW06,SA,P,G,G  M, ,   ,CF, ,RY,SA,P,I,      ,2395,0015,0600,0050, ,01644,     ,     , ,   ,-250,   , , , , , ,0,D,S;
APPCH:040,I,I06, , , , , , EM , ,   ,VM, , , , , ,      ,    ,    ,0600,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,S06,RYD,RYD,SA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S06,RYD,RYD,SA,D, ,VY  , ,   ,FC, ,RYD,SA,D, ,      ,0000,0000,2280,0075,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S06,RYD,FS06,SA,P,C,EE  ,R,   ,CF,Y,RYD,SA,D, ,      ,2440,0075,0640,0010,+,03900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S06, ,FS06,SA,P,C,E  F, ,   ,IF, ,RYD,SA,D, ,      ,2440,0075,    ,    ,+,03900,     ,     , ,   ,    ,   ,RYD,SA,D, , ,0, ,S;
APPCH:030,S,S06, ,RW06,SA,P,G,G  M, ,   ,CF, ,RYD,SA,D, ,      ,2537,0004,0640,0071, ,01644,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S06, ,RYD,SA,D, ,V M , ,   ,CF, ,RYD,SA,D, ,      ,0000,0000,0640,0004,+,01990,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S06, , , , , , E  , ,   ,CA, , , , , ,      ,    ,    ,0640,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW06 ,     ,      ,01590, ,RY  ,1,   ;S33435036,W065232034,0000;
RWY:RW10 ,     ,      ,01591, ,    , ,   ;S33434685,W065231850,0000;
RWY:RW24 ,     ,      ,01574, ,    , ,   ;S33431031,W065220210,0000;
RWY:RW28 ,     ,      ,01572, ,    , ,   ;S33440191,W065214716,0000;
