STAR:030,4,CHASR2,TTRUE,SRRFR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CHASR2,TTRUE,TRRSH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,CHASR2,TTRUE,SHADI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,CHASR2,TTRUE,MOMAR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,CHASR2,TTRUE,DSURT,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,CHASR2,TTRUE,TRIXI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,270,    ,   , , , , , , , , ;
STAR:090,4,CHASR2,TTRUE,RIPPL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,CHASR2,TTRUE,TOPGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CHASR2,ALL,TOPGN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,CHASR2,ALL,CHASR,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,CHASR2,ALL,CHASR,K2,E,A,EE  , ,   ,FM, ,PGY,K2,D, ,      ,0716,0116,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D29,PGY,PGY,K2,D, ,VE C,R,   ,HF, , , , , ,      ,    ,    ,2490,T010,+,04900,     ,18000,-,200,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29, ,PGY,K2,D, ,V  F, ,   ,IF, ,PGY,K2,D, ,      ,0000,0000,    ,    ,+,04900,     ,18000, ,   ,    ,   ,PGY,K2,D, , ,0, ,S;
APPCH:023,D,D29, ,ZEKIR,K2,P,C,E S , ,   ,CF, ,PGY,K2,D, ,      ,2790,0030,2790,0030,+,03600,     ,     , ,   ,-371,   , , , , , ,0, ,S;
APPCH:027,D,D29, ,ZAPUD,K2,P,C,E S , ,   ,CF, ,PGY,K2,D, ,      ,2790,0070,2790,0040,+,02000,     ,     , ,   ,-371,   , , , , , ,0, ,S;
APPCH:030,D,D29, ,ZOPEX,K2,P,C,E  M, ,   ,CF, ,PGY,K2,D, ,      ,2790,0122,2790,0052, ,00099,     ,     , ,   ,-371,   , , , , , ,0, ,S;
APPCH:040,D,D29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2790,    ,+,00430,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29, ,HANIS,K2,P,C,E   , ,   ,CF, ,PGY,K2,D, ,      ,2500,0200,2500,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D29, ,HANIS,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2500,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,R36,MZB,MZB,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R36,MZB,SKATE,K2,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R36,MZB,SKATE,K2,P,C,EE C,L,010,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R36,OCN,OCN,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R36,OCN,SKATE,K2,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R36,OCN,SKATE,K2,P,C,EE C,L,010,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R36,PGY,PGY,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R36,PGY,SKATE,K2,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R36,PGY,SKATE,K2,P,C,EE C,L,010,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R36, ,SKATE,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R36, ,GASME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0750,0063,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R36, ,CATCC,K2,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0080,0051,+,01600,     ,     , ,   ,-300,   ,RW36,K2,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R36, ,ZOBAN,K2,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3570,0046, ,00136,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R36, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,3570,    ,+,00426,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R36, ,SKATE,K2,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R36, ,SKATE,K2,P,C,EE H,L,020,HM, , , , , ,      ,    ,    ,0280,0040,-,12000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,T29,MZB,MZB,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29,MZB,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29,MZB,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29,MZB,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29,MZB,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29,OCN,OCN,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29,OCN,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29,OCN,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29,OCN,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29,OCN,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29,PGY,PGY,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29,PGY,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29,PGY,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29,PGY,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29,PGY,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T29, ,ORPUE,K2,P,C,E  I, ,   ,IF, ,NZY,K2,D, ,      ,1190,0090,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T29, ,ORTEE,K2,P,C,E  F, ,   ,CF, ,NZY,K2,D, ,      ,1190,0050,2990,0040,+,01600,     ,     , ,   ,    ,   ,NZY,K2,D, , ,0,D,S;
APPCH:030,T,T29, ,OSBUE,K2,P,C,E  M, ,   ,CF, ,NZY,K2,D, ,      ,1190,0019,2990,0031, ,00417,     ,     , ,   ,-360,   , , , , , ,0,D,S;
APPCH:040,T,T29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00430,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T29, ,OCABI,K2,P,C,E   ,L,   ,CF,Y,NZY,K2,D, ,      ,1780,0090,1780,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T29, ,OBIME,K2,P,C,E   ,R,   ,AF, ,NZY,K2,D, ,      ,2080,0090,1780,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T29, ,SKATE,K2,P,C,E   , ,   ,CF, ,NZY,K2,D, ,      ,2080,0140,2080,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,T,T29, ,SKATE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0280,0040,-,12000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29-Z,MYSTY,MYSTY,K2,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29-Z,MYSTY,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29-Z,MYSTY,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29-Z,MZB,MZB,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29-Z,MZB,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29-Z,MZB,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040, ,12000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29-Z,MZB,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29-Z,MZB,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29-Z,OCN,OCN,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29-Z,OCN,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29-Z,OCN,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040, ,12000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29-Z,OCN,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29-Z,OCN,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T29-Z,PGY,PGY,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T29-Z,PGY,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T29-Z,PGY,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040, ,12000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T29-Z,PGY,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T29-Z,PGY,ORPUE,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1190,0090,2080,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T29-Z, ,ORPUE,K2,P,C,E  I, ,   ,IF, ,NZY,K2,D, ,      ,1190,0090,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T29-Z, ,ORTEE,K2,P,C,E  F, ,   ,CF, ,NZY,K2,D, ,      ,1190,0050,2990,0040,+,01600,     ,     , ,   ,    ,   ,NZY,K2,D, , ,0,D,S;
APPCH:030,T,T29-Z, ,OSBUE,K2,P,C,E  M, ,   ,CF, ,NZY,K2,D, ,      ,1190,0019,2990,0031, ,00417,     ,     , ,   ,-360,   , , , , , ,0,D,S;
APPCH:040,T,T29-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00430,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T29-Z, ,OCABI,K2,P,C,E   ,L,   ,CF,Y,NZY,K2,D, ,      ,1780,0090,1780,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T29-Z, ,OBIME,K2,P,C,E   ,R,   ,AF, ,NZY,K2,D, ,      ,2080,0090,1780,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T29-Z, ,SKATE,K2,P,C,E   , ,   ,CF, ,NZY,K2,D, ,      ,2080,0140,2080,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,T,T29-Z, ,SKATE,K2,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0280,0040,-,12000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,T36,MZB,MZB,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T36,MZB,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T36,MZB,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T36,MZB,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T36,MZB,HUPKO,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1800,0090,2080,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T36,OCN,OCN,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T36,OCN,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T36,OCN,SKATE,K2,P,C,E  H,L,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:040,A,T36,OCN,OBIME,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T36,OCN,HUPKO,K2,P,C,EE B,L,   ,AF, ,NZY,K2,D, ,      ,1800,0090,2080,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T36,PGY,PGY,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T36,PGY,SKATE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
