SID:010,5,ASTI1Y,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1800,    ,+,01325,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,ASTI1Y,RW18,ERSEP,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ASTI1Y,RW18,MF421,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASTI1Y,RW18,ASTIG,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASTI1Z,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3600,    ,+,01391,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,ASTI1Z,RW36,MF702,LI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ASTI1Z,RW36,MF418,LI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASTI1Z,RW36,SIRLO,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASTI1Z,RW36,ASTIG,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IXUS1X,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3600,    ,+,01391,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,IXUS1X,RW36,MF702,LI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,IXUS1X,RW36,MF418,LI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IXUS1X,RW36,SIRLO,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,IXUS1X,RW36,MF422,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,IXUS1X,RW36,MF546,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,IXUS1X,RW36,MF424,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IXUS1X,RW36,MF426,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,IXUS1X,RW36,IXUSA,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IXUS1Y,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1800,    ,+,01325,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,IXUS1Y,RW18,ERSEP,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,IXUS1Y,RW18,MF421,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,IXUS1Y,RW18,MF422,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,IXUS1Y,RW18,MF546,LI,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IXUS1Y,RW18,MF424,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IXUS1Y,RW18,MF426,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,IXUS1Y,RW18,IXUSA,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUKE1X,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3600,    ,+,01391,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,KUKE1X,RW36,MF702,LI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,KUKE1X,RW36,MF418,LI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KUKE1X,RW36,SIRLO,LI,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,5,KUKE1X,RW36,MF422,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,KUKE1X,RW36,MF546,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,KUKE1X,RW36,MF427,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,KUKE1X,RW36,MF428,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,KUKE1X,RW36,KUKEV,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUKE1Y,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1800,    ,+,01325,     ,06000, ,   ,    ,   ,LIMF,LI,P,A, , , , ;
SID:020,5,KUKE1Y,RW18,ERSEP,LI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,KUKE1Y,RW18,MF421,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
